ID;Latitud;Longitud;Elevation;Slope;SLOPECLASS;Aspect;Hillshade;Rougness;CWD;PT10;avg percipitation;Prec_Jan;bd_avg;ph_avg;cat_avg;clay_avg;slit_avg;sand_avg;gridsoc_g_kg_avg;grid_soc_t_ha_avg;BD_1;BD_2;BD_3;BD_4;pH_1;pH_2;pH_3;pH_4;CAT_1;CAT_2;CAT_3;CAT_4;clay_1;clay_2;clay_3;clay_4;Silt_1;Silt_2;Silt_3;Silt_4;Sand_1;Sand_2;Sand_3;Sand_4;CVOL_1;CVOL_2;CVOL_3;WatCap_1;WatCap_2;WatCap_3;WatCap_4;WCat1h_1;WCat1h_2;WCat1h_3;WCat1h_4;WCat2h_1;WCat2h_2;WCat2h_3;WCat2h_4;WCat3h_1;WCat3h_2;WCat3h_3;WCat3h_4;SatWat_1;SatWat_2;SatWat_3;SatWat_4;GRIDSOC_gKg_1;GRIDSOC_gKg_2;GRIDSOC_gKg_3;GRIDSOC_gKg_4;GRIDSOC_gKg_5;GRIDSOC_gKg_6;GRIDSOC_gKg_7;GRIDSOC_tonha_1;GRIDSOC_tonha_2;GRIDSOC_tonha_3;GRIDSOC_tonha_4;GRIDSOC_tonha_5;GRIDSOC_tonha_6;GRIDSOC_tonha_200to250;GRIDSOC_tonha_100to250;GRIDSOC_tonha_30to250;GRIDSOC_gm3_1;GRIDSOC_gm3_2;GRIDSOC_gm3_3;GRIDSOC_gm3_4;GRIDSOC_gm3_5;GRIDSOC_gm3_6;GRIDSOC_gm3_7;Ecoregion;Prec_Dec;Prec_Nov;Prec_Oct;Prec_Sept;Prec_Aug;Prec_July;Prec_June;Prec_May;Prec_April;Prec_March;Prec_Febr
11.00;-21.35;-47.07;622.00;90.00;3.00;329.53;158.33;33.97;-320.33;45.65;261.00;261.00;1347.50;52.00;11.00;35.50;19.50;45.00;16.50;26.50;1400.00;1295.00;NA;1433.00;52.00;52.00;52.00;52.00;13.00;12.00;10.00;9.00;34.00;34.00;35.00;39.00;20.00;19.00;20.00;19.00;46.00;47.00;45.00;42.00;0.00;0.00;1.00;22.00;22.00;22.00;23.00;12.00;14.00;13.00;11.00;9.00;10.00;10.00;9.00;7.00;8.00;8.00;7.00;43.00;46.00;44.00;42.00;12.00;23.00;19.00;12.00;9.00;6.00;5.00;11.00;26.00;30.00;39.00;37.00;69.00;213.00;144.00;67.00;177.00;244.00;232.00;141.00;86.00;68.00;48.00;Tropical moist deciduous forest;242.00;177.00;131.00;50.00;18.00;18.00;30.00;46.00;63.00;174.00;210.00
12.00;-21.35;-47.07;622.00;90.00;3.00;329.53;158.33;33.97;-320.33;45.65;261.00;261.00;1347.50;52.00;11.00;35.50;19.50;45.00;16.50;26.50;1400.00;1295.00;NA;1433.00;52.00;52.00;52.00;52.00;13.00;12.00;10.00;9.00;34.00;34.00;35.00;39.00;20.00;19.00;20.00;19.00;46.00;47.00;45.00;42.00;0.00;0.00;1.00;22.00;22.00;22.00;23.00;12.00;14.00;13.00;11.00;9.00;10.00;10.00;9.00;7.00;8.00;8.00;7.00;43.00;46.00;44.00;42.00;12.00;23.00;19.00;12.00;9.00;6.00;5.00;11.00;26.00;30.00;39.00;37.00;69.00;213.00;144.00;67.00;177.00;244.00;232.00;141.00;86.00;68.00;48.00;Tropical moist deciduous forest;242.00;177.00;131.00;50.00;18.00;18.00;30.00;46.00;63.00;174.00;210.00
13.00;-21.35;-47.07;622.00;90.00;3.00;329.53;158.33;33.97;-320.33;45.65;261.00;261.00;1347.50;52.00;11.00;35.50;19.50;45.00;16.50;26.50;1400.00;1295.00;NA;1433.00;52.00;52.00;52.00;52.00;13.00;12.00;10.00;9.00;34.00;34.00;35.00;39.00;20.00;19.00;20.00;19.00;46.00;47.00;45.00;42.00;0.00;0.00;1.00;22.00;22.00;22.00;23.00;12.00;14.00;13.00;11.00;9.00;10.00;10.00;9.00;7.00;8.00;8.00;7.00;43.00;46.00;44.00;42.00;12.00;23.00;19.00;12.00;9.00;6.00;5.00;11.00;26.00;30.00;39.00;37.00;69.00;213.00;144.00;67.00;177.00;244.00;232.00;141.00;86.00;68.00;48.00;Tropical moist deciduous forest;242.00;177.00;131.00;50.00;18.00;18.00;30.00;46.00;63.00;174.00;210.00
14.00;-21.35;-47.07;622.00;90.00;3.00;329.53;158.33;33.97;-320.33;45.65;261.00;261.00;1347.50;52.00;11.00;35.50;19.50;45.00;16.50;26.50;1400.00;1295.00;NA;1433.00;52.00;52.00;52.00;52.00;13.00;12.00;10.00;9.00;34.00;34.00;35.00;39.00;20.00;19.00;20.00;19.00;46.00;47.00;45.00;42.00;0.00;0.00;1.00;22.00;22.00;22.00;23.00;12.00;14.00;13.00;11.00;9.00;10.00;10.00;9.00;7.00;8.00;8.00;7.00;43.00;46.00;44.00;42.00;12.00;23.00;19.00;12.00;9.00;6.00;5.00;11.00;26.00;30.00;39.00;37.00;69.00;213.00;144.00;67.00;177.00;244.00;232.00;141.00;86.00;68.00;48.00;Tropical moist deciduous forest;242.00;177.00;131.00;50.00;18.00;18.00;30.00;46.00;63.00;174.00;210.00
15.00;-21.35;-47.07;622.00;90.00;3.00;329.53;158.33;33.97;-320.33;45.65;261.00;261.00;1347.50;52.00;11.00;35.50;19.50;45.00;16.50;26.50;1400.00;1295.00;NA;1433.00;52.00;52.00;52.00;52.00;13.00;12.00;10.00;9.00;34.00;34.00;35.00;39.00;20.00;19.00;20.00;19.00;46.00;47.00;45.00;42.00;0.00;0.00;1.00;22.00;22.00;22.00;23.00;12.00;14.00;13.00;11.00;9.00;10.00;10.00;9.00;7.00;8.00;8.00;7.00;43.00;46.00;44.00;42.00;12.00;23.00;19.00;12.00;9.00;6.00;5.00;11.00;26.00;30.00;39.00;37.00;69.00;213.00;144.00;67.00;177.00;244.00;232.00;141.00;86.00;68.00;48.00;Tropical moist deciduous forest;242.00;177.00;131.00;50.00;18.00;18.00;30.00;46.00;63.00;174.00;210.00
16.00;-21.35;-47.07;622.00;90.00;3.00;329.53;158.33;33.97;-320.33;45.65;261.00;261.00;1347.50;52.00;11.00;35.50;19.50;45.00;16.50;26.50;1400.00;1295.00;NA;1433.00;52.00;52.00;52.00;52.00;13.00;12.00;10.00;9.00;34.00;34.00;35.00;39.00;20.00;19.00;20.00;19.00;46.00;47.00;45.00;42.00;0.00;0.00;1.00;22.00;22.00;22.00;23.00;12.00;14.00;13.00;11.00;9.00;10.00;10.00;9.00;7.00;8.00;8.00;7.00;43.00;46.00;44.00;42.00;12.00;23.00;19.00;12.00;9.00;6.00;5.00;11.00;26.00;30.00;39.00;37.00;69.00;213.00;144.00;67.00;177.00;244.00;232.00;141.00;86.00;68.00;48.00;Tropical moist deciduous forest;242.00;177.00;131.00;50.00;18.00;18.00;30.00;46.00;63.00;174.00;210.00
17.00;54.03;-108.75;538.00;90.00;3.00;3.37;0.00;10.58;-295.04;38.07;16.00;16.00;929.50;64.75;35.50;18.75;32.50;48.75;77.50;38.00;761.00;1098.00;NA;1381.00;65.00;64.00;64.00;66.00;46.00;38.00;29.00;29.00;17.00;17.00;20.00;21.00;34.00;34.00;32.00;30.00;49.00;49.00;48.00;49.00;2.00;3.00;3.00;32.00;26.00;23.00;22.00;20.00;18.00;15.00;14.00;17.00;14.00;12.00;11.00;14.00;12.00;10.00;9.00;63.00;52.00;45.00;44.00;196.00;76.00;26.00;12.00;9.00;10.00;11.00;40.00;44.00;30.00;38.00;45.00;113.00;312.00;199.00;115.00;400.00;365.00;200.00;122.00;108.00;78.00;71.00;Boreal coniferous forest;19.00;18.00;19.00;42.00;63.00;77.00;67.00;44.00;25.00;18.00;12.00
18.00;54.03;-108.75;538.00;90.00;3.00;3.37;0.00;10.58;-295.04;38.07;16.00;16.00;929.50;64.75;35.50;18.75;32.50;48.75;77.50;38.00;761.00;1098.00;NA;1381.00;65.00;64.00;64.00;66.00;46.00;38.00;29.00;29.00;17.00;17.00;20.00;21.00;34.00;34.00;32.00;30.00;49.00;49.00;48.00;49.00;2.00;3.00;3.00;32.00;26.00;23.00;22.00;20.00;18.00;15.00;14.00;17.00;14.00;12.00;11.00;14.00;12.00;10.00;9.00;63.00;52.00;45.00;44.00;196.00;76.00;26.00;12.00;9.00;10.00;11.00;40.00;44.00;30.00;38.00;45.00;113.00;312.00;199.00;115.00;400.00;365.00;200.00;122.00;108.00;78.00;71.00;Boreal coniferous forest;19.00;18.00;19.00;42.00;63.00;77.00;67.00;44.00;25.00;18.00;12.00
19.00;54.03;-108.75;538.00;90.00;3.00;3.37;0.00;10.58;-295.04;38.07;16.00;16.00;929.50;64.75;35.50;18.75;32.50;48.75;77.50;38.00;761.00;1098.00;NA;1381.00;65.00;64.00;64.00;66.00;46.00;38.00;29.00;29.00;17.00;17.00;20.00;21.00;34.00;34.00;32.00;30.00;49.00;49.00;48.00;49.00;2.00;3.00;3.00;32.00;26.00;23.00;22.00;20.00;18.00;15.00;14.00;17.00;14.00;12.00;11.00;14.00;12.00;10.00;9.00;63.00;52.00;45.00;44.00;196.00;76.00;26.00;12.00;9.00;10.00;11.00;40.00;44.00;30.00;38.00;45.00;113.00;312.00;199.00;115.00;400.00;365.00;200.00;122.00;108.00;78.00;71.00;Boreal coniferous forest;19.00;18.00;19.00;42.00;63.00;77.00;67.00;44.00;25.00;18.00;12.00
20.00;54.03;-108.75;538.00;90.00;3.00;3.37;0.00;10.58;-295.04;38.07;16.00;16.00;929.50;64.75;35.50;18.75;32.50;48.75;77.50;38.00;761.00;1098.00;NA;1381.00;65.00;64.00;64.00;66.00;46.00;38.00;29.00;29.00;17.00;17.00;20.00;21.00;34.00;34.00;32.00;30.00;49.00;49.00;48.00;49.00;2.00;3.00;3.00;32.00;26.00;23.00;22.00;20.00;18.00;15.00;14.00;17.00;14.00;12.00;11.00;14.00;12.00;10.00;9.00;63.00;52.00;45.00;44.00;196.00;76.00;26.00;12.00;9.00;10.00;11.00;40.00;44.00;30.00;38.00;45.00;113.00;312.00;199.00;115.00;400.00;365.00;200.00;122.00;108.00;78.00;71.00;Boreal coniferous forest;19.00;18.00;19.00;42.00;63.00;77.00;67.00;44.00;25.00;18.00;12.00
21.00;54.03;-108.75;538.00;90.00;3.00;3.37;0.00;10.58;-295.04;38.07;16.00;16.00;929.50;64.75;35.50;18.75;32.50;48.75;77.50;38.00;761.00;1098.00;NA;1381.00;65.00;64.00;64.00;66.00;46.00;38.00;29.00;29.00;17.00;17.00;20.00;21.00;34.00;34.00;32.00;30.00;49.00;49.00;48.00;49.00;2.00;3.00;3.00;32.00;26.00;23.00;22.00;20.00;18.00;15.00;14.00;17.00;14.00;12.00;11.00;14.00;12.00;10.00;9.00;63.00;52.00;45.00;44.00;196.00;76.00;26.00;12.00;9.00;10.00;11.00;40.00;44.00;30.00;38.00;45.00;113.00;312.00;199.00;115.00;400.00;365.00;200.00;122.00;108.00;78.00;71.00;Boreal coniferous forest;19.00;18.00;19.00;42.00;63.00;77.00;67.00;44.00;25.00;18.00;12.00
22.00;41.25;-96.01;336.00;89.96;4.00;169.82;0.00;28.46;-362.42;37.73;19.00;19.00;1352.00;67.75;27.25;25.75;58.25;16.00;19.25;27.50;1371.00;1333.00;NA;1499.00;67.00;68.00;68.00;68.00;29.00;28.00;26.00;26.00;24.00;25.00;26.00;28.00;59.00;59.00;58.00;57.00;17.00;16.00;16.00;15.00;1.00;1.00;2.00;26.00;26.00;25.00;25.00;14.00;16.00;13.00;12.00;11.00;12.00;10.00;10.00;9.00;10.00;8.00;8.00;44.00;46.00;42.00;41.00;34.00;19.00;14.00;10.00;8.00;3.00;2.00;17.00;24.00;28.00;41.00;32.00;45.00;189.00;144.00;70.00;331.00;291.00;228.00;183.00;101.00;61.00;45.00;Temperate steppe;22.00;36.00;58.00;84.00;94.00;100.00;106.00;111.00;71.00;50.00;21.00
23.00;41.25;-96.01;336.00;89.96;4.00;169.82;0.00;28.46;-362.42;37.73;19.00;19.00;1352.00;67.75;27.25;25.75;58.25;16.00;19.25;27.50;1371.00;1333.00;NA;1499.00;67.00;68.00;68.00;68.00;29.00;28.00;26.00;26.00;24.00;25.00;26.00;28.00;59.00;59.00;58.00;57.00;17.00;16.00;16.00;15.00;1.00;1.00;2.00;26.00;26.00;25.00;25.00;14.00;16.00;13.00;12.00;11.00;12.00;10.00;10.00;9.00;10.00;8.00;8.00;44.00;46.00;42.00;41.00;34.00;19.00;14.00;10.00;8.00;3.00;2.00;17.00;24.00;28.00;41.00;32.00;45.00;189.00;144.00;70.00;331.00;291.00;228.00;183.00;101.00;61.00;45.00;Temperate steppe;22.00;36.00;58.00;84.00;94.00;100.00;106.00;111.00;71.00;50.00;21.00
24.00;41.25;-96.01;336.00;89.96;4.00;169.82;0.00;28.46;-362.42;37.73;19.00;19.00;1352.00;67.75;27.25;25.75;58.25;16.00;19.25;27.50;1371.00;1333.00;NA;1499.00;67.00;68.00;68.00;68.00;29.00;28.00;26.00;26.00;24.00;25.00;26.00;28.00;59.00;59.00;58.00;57.00;17.00;16.00;16.00;15.00;1.00;1.00;2.00;26.00;26.00;25.00;25.00;14.00;16.00;13.00;12.00;11.00;12.00;10.00;10.00;9.00;10.00;8.00;8.00;44.00;46.00;42.00;41.00;34.00;19.00;14.00;10.00;8.00;3.00;2.00;17.00;24.00;28.00;41.00;32.00;45.00;189.00;144.00;70.00;331.00;291.00;228.00;183.00;101.00;61.00;45.00;Temperate steppe;22.00;36.00;58.00;84.00;94.00;100.00;106.00;111.00;71.00;50.00;21.00
25.00;41.25;-96.01;336.00;89.96;4.00;169.82;0.00;28.46;-362.42;37.73;19.00;19.00;1352.00;67.75;27.25;25.75;58.25;16.00;19.25;27.50;1371.00;1333.00;NA;1499.00;67.00;68.00;68.00;68.00;29.00;28.00;26.00;26.00;24.00;25.00;26.00;28.00;59.00;59.00;58.00;57.00;17.00;16.00;16.00;15.00;1.00;1.00;2.00;26.00;26.00;25.00;25.00;14.00;16.00;13.00;12.00;11.00;12.00;10.00;10.00;9.00;10.00;8.00;8.00;44.00;46.00;42.00;41.00;34.00;19.00;14.00;10.00;8.00;3.00;2.00;17.00;24.00;28.00;41.00;32.00;45.00;189.00;144.00;70.00;331.00;291.00;228.00;183.00;101.00;61.00;45.00;Temperate steppe;22.00;36.00;58.00;84.00;94.00;100.00;106.00;111.00;71.00;50.00;21.00
26.00;-37.62;175.92;55.00;89.97;5.00;65.56;0.00;29.83;-10.67;67.66;104.00;104.00;1061.50;55.50;24.50;26.00;32.75;41.25;51.00;42.75;1119.00;1004.00;NA;1175.00;55.00;55.00;56.00;56.00;28.00;26.00;22.00;22.00;24.00;23.00;26.00;31.00;33.00;33.00;33.00;32.00;43.00;44.00;41.00;37.00;8.00;8.00;9.00;26.00;26.00;26.00;26.00;17.00;19.00;19.00;16.00;13.00;15.00;15.00;13.00;11.00;13.00;12.00;11.00;52.00;55.00;54.00;50.00;73.00;67.00;40.00;24.00;21.00;18.00;16.00;25.00;43.00;43.00;60.00;69.00;152.00;394.00;242.00;112.00;245.00;389.00;342.00;182.00;134.00;115.00;103.00;Subtropical humid forest;131.00;143.00;148.00;130.00;145.00;145.00;130.00;154.00;132.00;175.00;98.00
27.00;-37.62;175.92;55.00;89.97;5.00;65.56;0.00;29.83;-10.67;67.66;104.00;104.00;1061.50;55.50;24.50;26.00;32.75;41.25;51.00;42.75;1119.00;1004.00;NA;1175.00;55.00;55.00;56.00;56.00;28.00;26.00;22.00;22.00;24.00;23.00;26.00;31.00;33.00;33.00;33.00;32.00;43.00;44.00;41.00;37.00;8.00;8.00;9.00;26.00;26.00;26.00;26.00;17.00;19.00;19.00;16.00;13.00;15.00;15.00;13.00;11.00;13.00;12.00;11.00;52.00;55.00;54.00;50.00;73.00;67.00;40.00;24.00;21.00;18.00;16.00;25.00;43.00;43.00;60.00;69.00;152.00;394.00;242.00;112.00;245.00;389.00;342.00;182.00;134.00;115.00;103.00;Subtropical humid forest;131.00;143.00;148.00;130.00;145.00;145.00;130.00;154.00;132.00;175.00;98.00
28.00;-37.62;175.92;55.00;89.97;5.00;65.56;0.00;29.83;-10.67;67.66;104.00;104.00;1061.50;55.50;24.50;26.00;32.75;41.25;51.00;42.75;1119.00;1004.00;NA;1175.00;55.00;55.00;56.00;56.00;28.00;26.00;22.00;22.00;24.00;23.00;26.00;31.00;33.00;33.00;33.00;32.00;43.00;44.00;41.00;37.00;8.00;8.00;9.00;26.00;26.00;26.00;26.00;17.00;19.00;19.00;16.00;13.00;15.00;15.00;13.00;11.00;13.00;12.00;11.00;52.00;55.00;54.00;50.00;73.00;67.00;40.00;24.00;21.00;18.00;16.00;25.00;43.00;43.00;60.00;69.00;152.00;394.00;242.00;112.00;245.00;389.00;342.00;182.00;134.00;115.00;103.00;Subtropical humid forest;131.00;143.00;148.00;130.00;145.00;145.00;130.00;154.00;132.00;175.00;98.00
