ID;Latitud;Longitud;Elevation;Slope;SLOPECLASS;Aspect;Hillshade;Rougness;CWD;PT10;avg percipitation;Prec_Jan;bd_avg;ph_avg;cat_avg;clay_avg;slit_avg;sand_avg;gridsoc_g_kg_avg;grid_soc_t_ha_avg;BD_1;BD_2;BD_3;BD_4;pH_1;pH_2;pH_3;pH_4;CAT_1;CAT_2;CAT_3;CAT_4;clay_1;clay_2;clay_3;clay_4;Silt_1;Silt_2;Silt_3;Silt_4;Sand_1;Sand_2;Sand_3;Sand_4;CVOL_1;CVOL_2;CVOL_3;WatCap_1;WatCap_2;WatCap_3;WatCap_4;WCat1h_1;WCat1h_2;WCat1h_3;WCat1h_4;WCat2h_1;WCat2h_2;WCat2h_3;WCat2h_4;WCat3h_1;WCat3h_2;WCat3h_3;WCat3h_4;SatWat_1;SatWat_2;SatWat_3;SatWat_4;GRIDSOC_gKg_1;GRIDSOC_gKg_2;GRIDSOC_gKg_3;GRIDSOC_gKg_4;GRIDSOC_gKg_5;GRIDSOC_gKg_6;GRIDSOC_gKg_7;GRIDSOC_tonha_1;GRIDSOC_tonha_2;GRIDSOC_tonha_3;GRIDSOC_tonha_4;GRIDSOC_tonha_5;GRIDSOC_tonha_6;GRIDSOC_tonha_200to250;GRIDSOC_tonha_100to250;GRIDSOC_tonha_30to250;GRIDSOC_gm3_1;GRIDSOC_gm3_2;GRIDSOC_gm3_3;GRIDSOC_gm3_4;GRIDSOC_gm3_5;GRIDSOC_gm3_6;GRIDSOC_gm3_7;Ecoregion;Prec_Dec;Prec_Nov;Prec_Oct;Prec_Sept;Prec_Aug;Prec_July;Prec_June;Prec_May;Prec_April;Prec_March;Prec_Febr
421.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
422.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
423.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
424.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
425.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
426.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
427.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
428.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
429.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
430.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
431.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
432.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
433.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
434.00;-11.48;-61.38;181.00;90.00;2.00;206.57;42.42;10.10;-364.71;56.00;370.00;370.00;1368.00;50.50;7.75;18.50;19.50;62.00;12.00;17.50;1377.00;1359.00;NA;1481.00;52.00;50.00;49.00;51.00;10.00;9.00;7.00;5.00;17.00;17.00;18.00;22.00;20.00;19.00;20.00;19.00;63.00;64.00;62.00;59.00;0.00;0.00;1.00;16.00;16.00;16.00;16.00;15.00;15.00;14.00;13.00;11.00;11.00;10.00;10.00;9.00;9.00;8.00;8.00;42.00;43.00;41.00;39.00;14.00;15.00;13.00;6.00;3.00;2.00;1.00;10.00;19.00;20.00;21.00;18.00;31.00;120.00;89.00;50.00;217.00;213.00;183.00;87.00;60.00;44.00;34.00;Tropical rainforest;306.00;213.00;144.00;84.00;25.00;9.00;17.00;61.00;160.00;280.00;282.00
435.00;43.66;10.40;-3.00;90.00;1.00;153.43;0.00;2.00;-353.33;35.62;67.00;67.00;1370.00;78.00;25.00;35.00;44.50;20.50;30.75;42.00;1350.00;1331.00;1429.00;1424.00;77.00;78.00;78.00;79.00;26.00;26.00;24.00;24.00;35.00;35.00;34.00;36.00;44.00;44.00;46.00;44.00;21.00;21.00;20.00;20.00;7.00;8.00;8.00;26.00;26.00;25.00;25.00;15.00;16.00;14.00;14.00;12.00;12.00;11.00;11.00;10.00;10.00;9.00;9.00;46.00;47.00;44.00;44.00;56.00;24.00;23.00;20.00;22.00;24.00;23.00;20.00;29.00;40.00;79.00;117.00;296.00;582.00;286.00;90.00;308.00;318.00;269.00;237.00;263.00;272.00;252.00;Subtropical dry forest;75.00;119.00;134.00;95.00;51.00;23.00;48.00;61.00;84.00;62.00;52.00
436.00;43.66;10.40;-3.00;90.00;1.00;153.43;0.00;2.00;-353.33;35.62;67.00;67.00;1370.00;78.00;25.00;35.00;44.50;20.50;30.75;42.00;1350.00;1331.00;1429.00;1424.00;77.00;78.00;78.00;79.00;26.00;26.00;24.00;24.00;35.00;35.00;34.00;36.00;44.00;44.00;46.00;44.00;21.00;21.00;20.00;20.00;7.00;8.00;8.00;26.00;26.00;25.00;25.00;15.00;16.00;14.00;14.00;12.00;12.00;11.00;11.00;10.00;10.00;9.00;9.00;46.00;47.00;44.00;44.00;56.00;24.00;23.00;20.00;22.00;24.00;23.00;20.00;29.00;40.00;79.00;117.00;296.00;582.00;286.00;90.00;308.00;318.00;269.00;237.00;263.00;272.00;252.00;Subtropical dry forest;75.00;119.00;134.00;95.00;51.00;23.00;48.00;61.00;84.00;62.00;52.00
437.00;43.66;10.40;-3.00;90.00;1.00;153.43;0.00;2.00;-353.33;35.62;67.00;67.00;1370.00;78.00;25.00;35.00;44.50;20.50;30.75;42.00;1350.00;1331.00;1429.00;1424.00;77.00;78.00;78.00;79.00;26.00;26.00;24.00;24.00;35.00;35.00;34.00;36.00;44.00;44.00;46.00;44.00;21.00;21.00;20.00;20.00;7.00;8.00;8.00;26.00;26.00;25.00;25.00;15.00;16.00;14.00;14.00;12.00;12.00;11.00;11.00;10.00;10.00;9.00;9.00;46.00;47.00;44.00;44.00;56.00;24.00;23.00;20.00;22.00;24.00;23.00;20.00;29.00;40.00;79.00;117.00;296.00;582.00;286.00;90.00;308.00;318.00;269.00;237.00;263.00;272.00;252.00;Subtropical dry forest;75.00;119.00;134.00;95.00;51.00;23.00;48.00;61.00;84.00;62.00;52.00
438.00;43.66;10.40;-3.00;90.00;1.00;153.43;0.00;2.00;-353.33;35.62;67.00;67.00;1370.00;78.00;25.00;35.00;44.50;20.50;30.75;42.00;1350.00;1331.00;1429.00;1424.00;77.00;78.00;78.00;79.00;26.00;26.00;24.00;24.00;35.00;35.00;34.00;36.00;44.00;44.00;46.00;44.00;21.00;21.00;20.00;20.00;7.00;8.00;8.00;26.00;26.00;25.00;25.00;15.00;16.00;14.00;14.00;12.00;12.00;11.00;11.00;10.00;10.00;9.00;9.00;46.00;47.00;44.00;44.00;56.00;24.00;23.00;20.00;22.00;24.00;23.00;20.00;29.00;40.00;79.00;117.00;296.00;582.00;286.00;90.00;308.00;318.00;269.00;237.00;263.00;272.00;252.00;Subtropical dry forest;75.00;119.00;134.00;95.00;51.00;23.00;48.00;61.00;84.00;62.00;52.00
439.00;38.83;-0.70;703.00;0.00;5.00;143.23;0.00;119.76;-721.83;15.57;24.00;24.00;1374.50;74.50;18.00;25.50;34.00;40.50;23.75;25.75;1408.00;1341.00;NA;1485.00;74.00;74.00;75.00;75.00;17.00;19.00;18.00;18.00;22.00;23.00;25.00;32.00;35.00;35.00;34.00;32.00;43.00;42.00;41.00;36.00;21.00;21.00;22.00;21.00;22.00;22.00;22.00;16.00;17.00;16.00;13.00;12.00;14.00;13.00;10.00;10.00;11.00;11.00;9.00;43.00;45.00;44.00;41.00;44.00;21.00;18.00;12.00;7.00;6.00;6.00;16.00;23.00;26.00;38.00;38.00;82.00;225.00;143.00;66.00;304.00;287.00;220.00;154.00;130.00;95.00;88.00;Subtropical dry forest;31.00;37.00;49.00;36.00;14.00;12.00;33.00;47.00;46.00;30.00;26.00
440.00;38.83;-0.70;703.00;0.00;5.00;143.23;0.00;119.76;-721.83;15.57;24.00;24.00;1374.50;74.50;18.00;25.50;34.00;40.50;23.75;25.75;1408.00;1341.00;NA;1485.00;74.00;74.00;75.00;75.00;17.00;19.00;18.00;18.00;22.00;23.00;25.00;32.00;35.00;35.00;34.00;32.00;43.00;42.00;41.00;36.00;21.00;21.00;22.00;21.00;22.00;22.00;22.00;16.00;17.00;16.00;13.00;12.00;14.00;13.00;10.00;10.00;11.00;11.00;9.00;43.00;45.00;44.00;41.00;44.00;21.00;18.00;12.00;7.00;6.00;6.00;16.00;23.00;26.00;38.00;38.00;82.00;225.00;143.00;66.00;304.00;287.00;220.00;154.00;130.00;95.00;88.00;Subtropical dry forest;31.00;37.00;49.00;36.00;14.00;12.00;33.00;47.00;46.00;30.00;26.00
441.00;37.87;-1.72;828.00;90.00;6.00;37.15;0.00;41.11;-815.17;16.08;37.00;37.00;1386.50;79.25;15.75;23.50;35.50;41.00;13.00;18.75;1418.00;1355.00;NA;1446.00;79.00;79.00;79.00;80.00;13.00;16.00;17.00;17.00;20.00;21.00;23.00;30.00;36.00;36.00;36.00;34.00;44.00;43.00;41.00;36.00;15.00;15.00;16.00;19.00;20.00;21.00;22.00;17.00;18.00;17.00;15.00;14.00;14.00;14.00;12.00;12.00;12.00;11.00;10.00;43.00;45.00;44.00;43.00;12.00;18.00;13.00;9.00;5.00;4.00;4.00;8.00;17.00;21.00;29.00;28.00;58.00;162.00;104.00;47.00;155.00;178.00;161.00;128.00;95.00;72.00;58.00;Subtropical dry forest;38.00;43.00;46.00;24.00;8.00;8.00;26.00;44.00;44.00;37.00;36.00
442.00;38.05;-1.72;646.00;90.00;5.00;352.97;158.33;23.85;-899.42;13.97;31.00;31.00;1417.00;77.75;13.75;25.00;37.00;38.00;12.25;17.75;1438.00;1396.00;NA;1476.00;78.00;77.00;78.00;78.00;12.00;15.00;14.00;14.00;22.00;23.00;24.00;31.00;38.00;37.00;38.00;35.00;40.00;40.00;38.00;34.00;17.00;17.00;17.00;19.00;21.00;20.00;22.00;17.00;17.00;17.00;15.00;13.00;13.00;13.00;12.00;11.00;11.00;11.00;10.00;42.00;44.00;43.00;42.00;14.00;16.00;12.00;7.00;5.00;3.00;3.00;9.00;17.00;18.00;27.00;28.00;55.00;155.00;100.00;45.00;187.00;199.00;153.00;112.00;95.00;78.00;64.00;Subtropical dry forest;33.00;39.00;45.00;24.00;8.00;7.00;23.00;39.00;40.00;32.00;32.00
443.00;42.84;12.35;372.00;90.00;5.00;201.60;42.42;86.81;-347.58;24.20;37.00;37.00;1354.00;77.50;23.75;31.50;38.25;30.25;24.00;28.25;1365.00;1333.00;1364.00;1435.00;77.00;77.00;78.00;78.00;24.00;24.00;23.00;24.00;29.00;29.00;32.00;36.00;39.00;39.00;38.00;37.00;32.00;32.00;30.00;27.00;14.00;14.00;13.00;24.00;24.00;24.00;25.00;15.00;16.00;16.00;14.00;12.00;13.00;12.00;11.00;10.00;11.00;10.00;9.00;45.00;46.00;46.00;44.00;39.00;24.00;20.00;13.00;10.00;9.00;7.00;16.00;25.00;29.00;43.00;44.00;91.00;248.00;157.00;70.00;298.00;276.00;201.00;170.00;107.00;85.00;71.00;Subtropical dry forest;53.00;69.00;67.00;57.00;35.00;24.00;42.00;50.00;48.00;42.00;43.00
444.00;42.84;12.35;372.00;90.00;5.00;201.60;42.42;86.81;-347.58;24.20;37.00;37.00;1354.00;77.50;23.75;31.50;38.25;30.25;24.00;28.25;1365.00;1333.00;1364.00;1435.00;77.00;77.00;78.00;78.00;24.00;24.00;23.00;24.00;29.00;29.00;32.00;36.00;39.00;39.00;38.00;37.00;32.00;32.00;30.00;27.00;14.00;14.00;13.00;24.00;24.00;24.00;25.00;15.00;16.00;16.00;14.00;12.00;13.00;12.00;11.00;10.00;11.00;10.00;9.00;45.00;46.00;46.00;44.00;39.00;24.00;20.00;13.00;10.00;9.00;7.00;16.00;25.00;29.00;43.00;44.00;91.00;248.00;157.00;70.00;298.00;276.00;201.00;170.00;107.00;85.00;71.00;Subtropical dry forest;53.00;69.00;67.00;57.00;35.00;24.00;42.00;50.00;48.00;42.00;43.00
445.00;42.84;12.35;372.00;90.00;5.00;201.60;42.42;86.81;-347.58;24.20;37.00;37.00;1354.00;77.50;23.75;31.50;38.25;30.25;24.00;28.25;1365.00;1333.00;1364.00;1435.00;77.00;77.00;78.00;78.00;24.00;24.00;23.00;24.00;29.00;29.00;32.00;36.00;39.00;39.00;38.00;37.00;32.00;32.00;30.00;27.00;14.00;14.00;13.00;24.00;24.00;24.00;25.00;15.00;16.00;16.00;14.00;12.00;13.00;12.00;11.00;10.00;11.00;10.00;9.00;45.00;46.00;46.00;44.00;39.00;24.00;20.00;13.00;10.00;9.00;7.00;16.00;25.00;29.00;43.00;44.00;91.00;248.00;157.00;70.00;298.00;276.00;201.00;170.00;107.00;85.00;71.00;Subtropical dry forest;53.00;69.00;67.00;57.00;35.00;24.00;42.00;50.00;48.00;42.00;43.00
446.00;10.00;-84.00;1432.00;89.99;6.00;308.35;158.33;48.56;-343.88;92.40;33.00;33.00;948.50;54.75;47.00;34.25;34.75;31.00;83.00;70.75;998.00;899.00;NA;987.00;56.00;54.00;54.00;55.00;51.00;47.00;45.00;45.00;34.00;34.00;36.00;33.00;35.00;35.00;34.00;35.00;31.00;31.00;30.00;32.00;5.00;5.00;5.00;35.00;34.00;34.00;32.00;15.00;17.00;17.00;16.00;12.00;13.00;13.00;13.00;10.00;11.00;11.00;11.00;57.00;60.00;59.00;57.00;116.00;100.00;72.00;44.00;30.00;28.00;27.00;39.00;65.00;73.00;106.00;118.00;280.00;682.00;402.00;178.00;556.00;598.00;517.00;394.00;331.00;290.00;273.00;Tropical mountain system;242.00;177.00;422.00;421.00;314.00;245.00;350.00;221.00;73.00;124.00;61.00
447.00;10.00;-84.00;1432.00;89.99;6.00;308.35;158.33;48.56;-343.88;92.40;33.00;33.00;948.50;54.75;47.00;34.25;34.75;31.00;83.00;70.75;998.00;899.00;NA;987.00;56.00;54.00;54.00;55.00;51.00;47.00;45.00;45.00;34.00;34.00;36.00;33.00;35.00;35.00;34.00;35.00;31.00;31.00;30.00;32.00;5.00;5.00;5.00;35.00;34.00;34.00;32.00;15.00;17.00;17.00;16.00;12.00;13.00;13.00;13.00;10.00;11.00;11.00;11.00;57.00;60.00;59.00;57.00;116.00;100.00;72.00;44.00;30.00;28.00;27.00;39.00;65.00;73.00;106.00;118.00;280.00;682.00;402.00;178.00;556.00;598.00;517.00;394.00;331.00;290.00;273.00;Tropical mountain system;242.00;177.00;422.00;421.00;314.00;245.00;350.00;221.00;73.00;124.00;61.00
448.00;10.00;-84.00;1432.00;89.99;6.00;308.35;158.33;48.56;-343.88;92.40;33.00;33.00;948.50;54.75;47.00;34.25;34.75;31.00;83.00;70.75;998.00;899.00;NA;987.00;56.00;54.00;54.00;55.00;51.00;47.00;45.00;45.00;34.00;34.00;36.00;33.00;35.00;35.00;34.00;35.00;31.00;31.00;30.00;32.00;5.00;5.00;5.00;35.00;34.00;34.00;32.00;15.00;17.00;17.00;16.00;12.00;13.00;13.00;13.00;10.00;11.00;11.00;11.00;57.00;60.00;59.00;57.00;116.00;100.00;72.00;44.00;30.00;28.00;27.00;39.00;65.00;73.00;106.00;118.00;280.00;682.00;402.00;178.00;556.00;598.00;517.00;394.00;331.00;290.00;273.00;Tropical mountain system;242.00;177.00;422.00;421.00;314.00;245.00;350.00;221.00;73.00;124.00;61.00
449.00;10.00;-84.00;1432.00;89.99;6.00;308.35;158.33;48.56;-343.88;92.40;33.00;33.00;948.50;54.75;47.00;34.25;34.75;31.00;83.00;70.75;998.00;899.00;NA;987.00;56.00;54.00;54.00;55.00;51.00;47.00;45.00;45.00;34.00;34.00;36.00;33.00;35.00;35.00;34.00;35.00;31.00;31.00;30.00;32.00;5.00;5.00;5.00;35.00;34.00;34.00;32.00;15.00;17.00;17.00;16.00;12.00;13.00;13.00;13.00;10.00;11.00;11.00;11.00;57.00;60.00;59.00;57.00;116.00;100.00;72.00;44.00;30.00;28.00;27.00;39.00;65.00;73.00;106.00;118.00;280.00;682.00;402.00;178.00;556.00;598.00;517.00;394.00;331.00;290.00;273.00;Tropical mountain system;242.00;177.00;422.00;421.00;314.00;245.00;350.00;221.00;73.00;124.00;61.00
450.00;10.00;-84.00;1432.00;89.99;6.00;308.35;158.33;48.56;-343.88;92.40;33.00;33.00;948.50;54.75;47.00;34.25;34.75;31.00;83.00;70.75;998.00;899.00;NA;987.00;56.00;54.00;54.00;55.00;51.00;47.00;45.00;45.00;34.00;34.00;36.00;33.00;35.00;35.00;34.00;35.00;31.00;31.00;30.00;32.00;5.00;5.00;5.00;35.00;34.00;34.00;32.00;15.00;17.00;17.00;16.00;12.00;13.00;13.00;13.00;10.00;11.00;11.00;11.00;57.00;60.00;59.00;57.00;116.00;100.00;72.00;44.00;30.00;28.00;27.00;39.00;65.00;73.00;106.00;118.00;280.00;682.00;402.00;178.00;556.00;598.00;517.00;394.00;331.00;290.00;273.00;Tropical mountain system;242.00;177.00;422.00;421.00;314.00;245.00;350.00;221.00;73.00;124.00;61.00
451.00;10.00;-84.00;1432.00;89.99;6.00;308.35;158.33;48.56;-343.88;92.40;33.00;33.00;948.50;54.75;47.00;34.25;34.75;31.00;83.00;70.75;998.00;899.00;NA;987.00;56.00;54.00;54.00;55.00;51.00;47.00;45.00;45.00;34.00;34.00;36.00;33.00;35.00;35.00;34.00;35.00;31.00;31.00;30.00;32.00;5.00;5.00;5.00;35.00;34.00;34.00;32.00;15.00;17.00;17.00;16.00;12.00;13.00;13.00;13.00;10.00;11.00;11.00;11.00;57.00;60.00;59.00;57.00;116.00;100.00;72.00;44.00;30.00;28.00;27.00;39.00;65.00;73.00;106.00;118.00;280.00;682.00;402.00;178.00;556.00;598.00;517.00;394.00;331.00;290.00;273.00;Tropical mountain system;242.00;177.00;422.00;421.00;314.00;245.00;350.00;221.00;73.00;124.00;61.00
