,temp_c,precipitation_mm,depth_midpoint_previous,depth_midpoint_current,soc_g_kg_previous,soc_mg_ha_previous,latitud,longitud,elevation,slope,slopeclass,aspect,hillshade,rougness,cwd,pt10,avg_percipitation,bd_avg,ph_avg,cat_avg,clay_avg,slit_avg,sand_avg,gridsoc_g_kg_avg,soc_change_mg
301,26.0,1500.0,5.0,5.0,51.9,32.333333333333336,-14.0,-39.33,283.0,0.0,4.0,160.29,0.0,92.98,-16.04,57.2,145.0,1244.5,52.0,18.0,34.25,24.75,41.0,39.0,13.0
302,26.0,1500.0,20.0,20.0,41.38,27.333333333333332,-14.0,-39.33,283.0,0.0,4.0,160.29,0.0,92.98,-16.04,57.2,145.0,1244.5,52.0,18.0,34.25,24.75,41.0,39.0,9.666666666666668
303,26.0,1500.0,45.0,45.0,37.46,27.333333333333332,-14.0,-39.33,283.0,0.0,4.0,160.29,0.0,92.98,-16.04,57.2,145.0,1244.5,52.0,18.0,34.25,24.75,41.0,39.0,9.666666666666668
304,26.0,1500.0,80.0,80.0,36.35,27.0,-14.0,-39.33,283.0,0.0,4.0,160.29,0.0,92.98,-16.04,57.2,145.0,1244.5,52.0,18.0,34.25,24.75,41.0,39.0,2.333333333333332
305,13.3,700.0,7.5,7.5,7.8,21.5,44.55,11.35,32.0,90.0,2.0,191.31,42.42,9.27,-295.0,28.0,42.0,1362.0,76.75,21.5,27.75,44.0,28.25,27.25,-6.1
306,13.3,700.0,22.5,22.5,7.8,21.416666666666668,44.55,11.35,32.0,90.0,2.0,191.31,42.42,9.27,-295.0,28.0,42.0,1362.0,76.75,21.5,27.75,44.0,28.25,27.25,-6.183333333333334
307,13.3,700.0,45.0,45.0,7.7,42.0,44.55,11.35,32.0,90.0,2.0,191.31,42.42,9.27,-295.0,28.0,42.0,1362.0,76.75,21.5,27.75,44.0,28.25,27.25,-1.7833333333333314
308,13.3,700.0,7.5,7.5,6.0,21.5,44.55,11.35,32.0,90.0,2.0,191.31,42.42,9.27,-295.0,28.0,42.0,1362.0,76.75,21.5,27.75,44.0,28.25,27.25,-6.1
309,13.3,700.0,22.5,22.5,6.0,21.416666666666668,44.55,11.35,32.0,90.0,2.0,191.31,42.42,9.27,-295.0,28.0,42.0,1362.0,76.75,21.5,27.75,44.0,28.25,27.25,-6.183333333333334
310,13.3,700.0,45.0,45.0,6.0,42.0,44.55,11.35,32.0,90.0,2.0,191.31,42.42,9.27,-295.0,28.0,42.0,1362.0,76.75,21.5,27.75,44.0,28.25,27.25,-1.7833333333333314
311,11.5,557.0,7.5,7.5,10.4,36.1,48.85,1.97,84.0,90.0,4.0,354.09,158.33,30.55,-228.46,30.13,51.0,1360.0,71.0,18.5,26.25,47.0,26.75,22.0,12.600000000000001
312,11.5,557.0,22.5,22.5,10.4,41.0,48.85,1.97,84.0,90.0,4.0,354.09,158.33,30.55,-228.46,30.13,51.0,1360.0,71.0,18.5,26.25,47.0,26.75,22.0,1.0
313,11.5,557.0,37.5,37.5,10.4,29.2,48.85,1.97,84.0,90.0,4.0,354.09,158.33,30.55,-228.46,30.13,51.0,1360.0,71.0,18.5,26.25,47.0,26.75,22.0,2.6000000000000014
314,5.0,79.0,15.0,15.0,6.04,49.4,41.15,96.4,1951.0,89.97,4.0,170.75,0.0,14.8,-984.54,5.28,1.0,1439.0,79.5,11.5,12.5,38.25,49.25,4.5,2.5
315,5.0,79.0,60.0,60.0,6.04,120.8,41.15,96.4,1951.0,89.97,4.0,170.75,0.0,14.8,-984.54,5.28,1.0,1439.0,79.5,11.5,12.5,38.25,49.25,4.5,12.500000000000014
316,5.0,79.0,75.0,75.0,6.04,133.0,41.15,96.4,1951.0,89.97,4.0,170.75,0.0,14.8,-984.54,5.28,1.0,1439.0,79.5,11.5,12.5,38.25,49.25,4.5,13.5
317,5.0,79.0,15.0,15.0,6.04,49.4,41.15,96.4,1951.0,89.97,4.0,170.75,0.0,14.8,-984.54,5.28,1.0,1439.0,79.5,11.5,12.5,38.25,49.25,4.5,7.5
318,5.0,79.0,60.0,60.0,6.04,120.8,41.15,96.4,1951.0,89.97,4.0,170.75,0.0,14.8,-984.54,5.28,1.0,1439.0,79.5,11.5,12.5,38.25,49.25,4.5,20.000000000000014
319,5.0,79.0,75.0,75.0,6.04,133.0,41.15,96.4,1951.0,89.97,4.0,170.75,0.0,14.8,-984.54,5.28,1.0,1439.0,79.5,11.5,12.5,38.25,49.25,4.5,25.0
320,5.0,79.0,15.0,15.0,6.04,49.4,41.15,96.4,1951.0,89.97,4.0,170.75,0.0,14.8,-984.54,5.28,1.0,1439.0,79.5,11.5,12.5,38.25,49.25,4.5,5.5
321,5.0,79.0,60.0,60.0,6.04,120.8,41.15,96.4,1951.0,89.97,4.0,170.75,0.0,14.8,-984.54,5.28,1.0,1439.0,79.5,11.5,12.5,38.25,49.25,4.5,20.000000000000014
322,5.0,79.0,75.0,75.0,6.04,133.0,41.15,96.4,1951.0,89.97,4.0,170.75,0.0,14.8,-984.54,5.28,1.0,1439.0,79.5,11.5,12.5,38.25,49.25,4.5,19.5
323,5.0,79.0,15.0,15.0,6.04,49.4,41.15,96.4,1951.0,89.97,4.0,170.75,0.0,14.8,-984.54,5.28,1.0,1439.0,79.5,11.5,12.5,38.25,49.25,4.5,114.29999999999998
324,5.0,79.0,60.0,60.0,6.04,120.8,41.15,96.4,1951.0,89.97,4.0,170.75,0.0,14.8,-984.54,5.28,1.0,1439.0,79.5,11.5,12.5,38.25,49.25,4.5,294.09999999999997
325,5.0,79.0,75.0,75.0,6.04,133.0,41.15,96.4,1951.0,89.97,4.0,170.75,0.0,14.8,-984.54,5.28,1.0,1439.0,79.5,11.5,12.5,38.25,49.25,4.5,324.0
326,15.0,466.0,2.5,2.5,5.800000000000001,5.9,33.73,-101.74,993.0,90.0,2.0,180.0,0.0,3.46,-1248.75,19.37,11.0,1508.5,75.5,20.75,30.5,26.0,43.5,7.75,-0.7000000000000002
327,15.0,466.0,12.5,12.5,5.8,15.3,33.73,-101.74,993.0,90.0,2.0,180.0,0.0,3.46,-1248.75,19.37,11.0,1508.5,75.5,20.75,30.5,26.0,43.5,7.75,-0.40000000000000036
328,15.0,466.0,2.5,2.5,5.800000000000001,4.9,33.73,-101.74,993.0,90.0,2.0,180.0,0.0,3.46,-1248.75,19.37,11.0,1508.5,75.5,20.75,30.5,26.0,43.5,7.75,0.2999999999999998
329,15.0,466.0,12.5,12.5,5.8,14.0,33.73,-101.74,993.0,90.0,2.0,180.0,0.0,3.46,-1248.75,19.37,11.0,1508.5,75.5,20.75,30.5,26.0,43.5,7.75,0.9000000000000004
330,15.0,466.0,2.5,2.5,5.800000000000001,5.9,33.73,-101.74,993.0,90.0,2.0,180.0,0.0,3.46,-1248.75,19.37,11.0,1508.5,75.5,20.75,30.5,26.0,43.5,7.75,-2.9000000000000004
331,15.0,466.0,12.5,12.5,5.8,15.3,33.73,-101.74,993.0,90.0,2.0,180.0,0.0,3.46,-1248.75,19.37,11.0,1508.5,75.5,20.75,30.5,26.0,43.5,7.75,-4.9
332,15.0,466.0,2.5,2.5,5.800000000000001,4.9,33.73,-101.74,993.0,90.0,2.0,180.0,0.0,3.46,-1248.75,19.37,11.0,1508.5,75.5,20.75,30.5,26.0,43.5,7.75,-1.9000000000000004
333,15.0,466.0,12.5,12.5,5.8,14.0,33.73,-101.74,993.0,90.0,2.0,180.0,0.0,3.46,-1248.75,19.37,11.0,1508.5,75.5,20.75,30.5,26.0,43.5,7.75,-3.5999999999999996
334,9.5,605.0,1.0,10.0,4.7,35.03,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,4.420000000000002
335,9.5,605.0,1.0,10.0,4.7,35.03,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,7.579999999999998
336,9.5,605.0,1.0,10.0,4.7,35.03,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,7.979999999999997
337,9.5,605.0,1.0,10.0,4.7,35.6,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,3.4499999999999957
338,9.5,605.0,1.0,10.0,4.7,35.6,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,6.25
339,9.5,605.0,1.0,10.0,4.7,35.6,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,5.390000000000001
340,9.5,605.0,1.0,10.0,4.7,35.87,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,2.730000000000004
341,9.5,605.0,1.0,10.0,4.7,35.87,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,6.100000000000001
342,9.5,605.0,1.0,10.0,4.7,35.87,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,5.780000000000001
343,9.5,605.0,1.0,10.0,4.7,32.53,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,2.5
344,9.5,605.0,1.0,10.0,4.7,36.37,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,-1.3399999999999963
345,9.5,605.0,1.0,10.0,4.7,32.08,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,3.520000000000003
346,9.5,605.0,1.0,10.0,4.7,36.37,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,-0.769999999999996
347,9.5,605.0,1.0,10.0,4.7,33.47,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,2.3999999999999986
348,9.5,605.0,1.0,10.0,4.7,36.37,50.59,6.99,246.0,89.98,4.0,42.4,0.0,10.91,-107.25,36.68,55.0,1322.33,66.5,19.5,21.25,54.25,24.5,30.0,-0.5
349,6.8,999.6,10.0,10.0,28.0,71.0,45.62,-73.83,28.0,0.0,3.0,135.0,0.0,4.36,-141.58,62.23,76.0,1065.0,62.25,23.25,20.0,28.0,52.0,86.5,5.0
350,6.8,999.6,30.0,30.0,28.0,41.0,45.62,-73.83,28.0,0.0,3.0,135.0,0.0,4.36,-141.58,62.23,76.0,1065.0,62.25,23.25,20.0,28.0,52.0,86.5,10.0
351,6.8,999.6,10.0,10.0,28.0,75.0,45.62,-73.83,28.0,0.0,3.0,135.0,0.0,4.36,-141.58,62.23,76.0,1065.0,62.25,23.25,20.0,28.0,52.0,86.5,1.0
352,6.8,999.6,30.0,30.0,28.0,42.0,45.62,-73.83,28.0,0.0,3.0,135.0,0.0,4.36,-141.58,62.23,76.0,1065.0,62.25,23.25,20.0,28.0,52.0,86.5,9.0
353,6.8,999.6,10.0,10.0,28.0,71.0,45.62,-73.83,28.0,0.0,3.0,135.0,0.0,4.36,-141.58,62.23,76.0,1065.0,62.25,23.25,20.0,28.0,52.0,86.5,-6.0
354,6.8,999.6,30.0,30.0,28.0,41.0,45.62,-73.83,28.0,0.0,3.0,135.0,0.0,4.36,-141.58,62.23,76.0,1065.0,62.25,23.25,20.0,28.0,52.0,86.5,4.0
355,6.8,999.6,10.0,10.0,28.0,75.0,45.62,-73.83,28.0,0.0,3.0,135.0,0.0,4.36,-141.58,62.23,76.0,1065.0,62.25,23.25,20.0,28.0,52.0,86.5,-10.0
356,6.8,999.6,30.0,30.0,28.0,42.0,45.62,-73.83,28.0,0.0,3.0,135.0,0.0,4.36,-141.58,62.23,76.0,1065.0,62.25,23.25,20.0,28.0,52.0,86.5,3.0
357,6.8,999.6,10.0,10.0,28.0,76.0,45.62,-73.83,28.0,0.0,3.0,135.0,0.0,4.36,-141.58,62.23,76.0,1065.0,62.25,23.25,20.0,28.0,52.0,86.5,-11.0
358,6.8,999.6,30.0,30.0,28.0,51.0,45.62,-73.83,28.0,0.0,3.0,135.0,0.0,4.36,-141.58,62.23,76.0,1065.0,62.25,23.25,20.0,28.0,52.0,86.5,-6.0
359,6.8,999.6,10.0,10.0,16.166666666666668,80.0,45.13,-74.13,46.0,90.0,2.0,144.46,0.0,7.75,-151.71,61.62,71.0,1009.5,62.75,24.25,23.0,35.25,41.75,68.25,30.0
360,6.8,999.6,30.0,30.0,12.133333333333333,40.0,45.13,-74.13,46.0,90.0,2.0,144.46,0.0,7.75,-151.71,61.62,71.0,1009.5,62.75,24.25,23.0,35.25,41.75,68.25,18.0
361,6.8,999.6,10.0,10.0,16.166666666666668,117.0,45.13,-74.13,46.0,90.0,2.0,144.46,0.0,7.75,-151.71,61.62,71.0,1009.5,62.75,24.25,23.0,35.25,41.75,68.25,-7.0
362,6.8,999.6,30.0,30.0,12.133333333333333,40.0,45.13,-74.13,46.0,90.0,2.0,144.46,0.0,7.75,-151.71,61.62,71.0,1009.5,62.75,24.25,23.0,35.25,41.75,68.25,18.0
363,9.0,630.0,1.5,1.5,19.666666666666668,1.1,51.07,8.73,422.0,89.99,5.0,225.36,42.42,92.67,-66.04,47.27,81.0,995.33,45.0,21.5,18.0,39.75,42.25,94.5,0.7999999999999998
364,9.0,630.0,6.5,6.5,19.666666666666668,1.15,51.07,8.73,422.0,89.99,5.0,225.36,42.42,92.67,-66.04,47.27,81.0,995.33,45.0,21.5,18.0,39.75,42.25,94.5,0.020000000000000018
365,9.0,630.0,20.0,20.0,19.666666666666668,1.16,51.07,8.73,422.0,89.99,5.0,225.36,42.42,92.67,-66.04,47.27,81.0,995.33,45.0,21.5,18.0,39.75,42.25,94.5,0.040000000000000036
366,9.0,630.0,45.0,45.0,19.666666666666668,0.6,51.07,8.73,422.0,89.99,5.0,225.36,42.42,92.67,-66.04,47.27,81.0,995.33,45.0,21.5,18.0,39.75,42.25,94.5,0.0
367,9.0,630.0,1.5,1.5,19.666666666666668,1.65,51.07,8.73,422.0,89.99,5.0,225.36,42.42,92.67,-66.04,47.27,81.0,995.33,45.0,21.5,18.0,39.75,42.25,94.5,0.5500000000000003
368,9.0,630.0,6.5,6.5,19.666666666666668,1.65,51.07,8.73,422.0,89.99,5.0,225.36,42.42,92.67,-66.04,47.27,81.0,995.33,45.0,21.5,18.0,39.75,42.25,94.5,-0.04999999999999982
369,9.0,630.0,20.0,20.0,19.666666666666668,1.15,51.07,8.73,422.0,89.99,5.0,225.36,42.42,92.67,-66.04,47.27,81.0,995.33,45.0,21.5,18.0,39.75,42.25,94.5,-0.04999999999999982
370,9.0,630.0,45.0,45.0,19.666666666666668,1.5,51.07,8.73,422.0,89.99,5.0,225.36,42.42,92.67,-66.04,47.27,81.0,995.33,45.0,21.5,18.0,39.75,42.25,94.5,-0.8
371,8.8,585.0,1.5,1.5,4.7,1.85,51.0,11.65,274.0,0.0,4.0,159.78,0.0,45.92,-181.29,33.14,36.0,1308.67,64.75,22.0,20.5,52.0,27.5,39.5,0.8500000000000001
372,8.8,585.0,6.5,6.5,4.7,1.85,51.0,11.65,274.0,0.0,4.0,159.78,0.0,45.92,-181.29,33.14,36.0,1308.67,64.75,22.0,20.5,52.0,27.5,39.5,0.25
373,8.8,585.0,20.0,20.0,3.466666666666667,1.9,51.0,11.65,274.0,0.0,4.0,159.78,0.0,45.92,-181.29,33.14,36.0,1308.67,64.75,22.0,20.5,52.0,27.5,39.5,0.050000000000000044
374,8.8,585.0,45.0,45.0,2.866666666666667,1.85,51.0,11.65,274.0,0.0,4.0,159.78,0.0,45.92,-181.29,33.14,36.0,1308.67,64.75,22.0,20.5,52.0,27.5,39.5,-0.3500000000000001
375,8.8,585.0,1.5,1.5,4.7,1.85,51.0,11.65,274.0,0.0,4.0,159.78,0.0,45.92,-181.29,33.14,36.0,1308.67,64.75,22.0,20.5,52.0,27.5,39.5,1.15
376,8.8,585.0,6.5,6.5,4.7,1.9,51.0,11.65,274.0,0.0,4.0,159.78,0.0,45.92,-181.29,33.14,36.0,1308.67,64.75,22.0,20.5,52.0,27.5,39.5,0.10000000000000009
377,8.8,585.0,20.0,20.0,3.466666666666667,1.8,51.0,11.65,274.0,0.0,4.0,159.78,0.0,45.92,-181.29,33.14,36.0,1308.67,64.75,22.0,20.5,52.0,27.5,39.5,-0.10000000000000009
378,8.8,585.0,45.0,45.0,2.866666666666667,1.2,51.0,11.65,274.0,0.0,4.0,159.78,0.0,45.92,-181.29,33.14,36.0,1308.67,64.75,22.0,20.5,52.0,27.5,39.5,-0.09999999999999987
379,8.3,590.0,1.5,1.5,10.4,1.6,51.78,14.62,66.0,90.0,1.0,341.57,158.33,1.41,-255.5,31.79,43.0,1352.33,64.75,15.25,12.25,26.25,61.5,31.0,0.3999999999999999
380,8.3,590.0,6.5,6.5,10.4,1.7,51.78,14.62,66.0,90.0,1.0,341.57,158.33,1.41,-255.5,31.79,43.0,1352.33,64.75,15.25,12.25,26.25,61.5,31.0,-0.09999999999999987
381,8.3,590.0,20.0,20.0,10.4,1.35,51.78,14.62,66.0,90.0,1.0,341.57,158.33,1.41,-255.5,31.79,43.0,1352.33,64.75,15.25,12.25,26.25,61.5,31.0,0.1499999999999999
382,8.3,590.0,45.0,45.0,10.4,1.0,51.78,14.62,66.0,90.0,1.0,341.57,158.33,1.41,-255.5,31.79,43.0,1352.33,64.75,15.25,12.25,26.25,61.5,31.0,-0.25
383,8.3,590.0,1.5,1.5,10.4,1.4,51.78,14.62,66.0,90.0,1.0,341.57,158.33,1.41,-255.5,31.79,43.0,1352.33,64.75,15.25,12.25,26.25,61.5,31.0,-0.19999999999999996
384,8.3,590.0,6.5,6.5,10.4,1.3,51.78,14.62,66.0,90.0,1.0,341.57,158.33,1.41,-255.5,31.79,43.0,1352.33,64.75,15.25,12.25,26.25,61.5,31.0,-0.10000000000000009
385,8.3,590.0,20.0,20.0,10.4,1.17,51.78,14.62,66.0,90.0,1.0,341.57,158.33,1.41,-255.5,31.79,43.0,1352.33,64.75,15.25,12.25,26.25,61.5,31.0,0.13000000000000012
386,8.3,590.0,45.0,45.0,10.4,1.0,51.78,14.62,66.0,90.0,1.0,341.57,158.33,1.41,-255.5,31.79,43.0,1352.33,64.75,15.25,12.25,26.25,61.5,31.0,-0.35
387,10.0,404.0,15.0,15.0,6.04,374.09,39.7,-104.8,1676.0,89.98,3.0,294.44,158.33,11.53,-947.62,20.05,12.0,1414.5,74.75,22.0,25.0,31.5,43.5,11.75,80.47000000000003
388,10.0,404.0,15.0,15.0,6.04,450.54,39.7,-104.8,1676.0,89.98,3.0,294.44,158.33,11.53,-947.62,20.05,12.0,1414.5,74.75,22.0,25.0,31.5,43.5,11.75,113.06
389,10.0,404.0,15.0,15.0,6.04,371.28,39.7,-104.8,1676.0,89.98,3.0,294.44,158.33,11.53,-947.62,20.05,12.0,1414.5,74.75,22.0,25.0,31.5,43.5,11.75,44.78000000000003
390,10.0,404.0,15.0,15.0,6.04,524.74,39.7,-104.8,1676.0,89.98,3.0,294.44,158.33,11.53,-947.62,20.05,12.0,1414.5,74.75,22.0,25.0,31.5,43.5,11.75,21.639999999999986
391,10.0,404.0,15.0,15.0,6.04,414.32,39.7,-104.8,1676.0,89.98,3.0,294.44,158.33,11.53,-947.62,20.05,12.0,1414.5,74.75,22.0,25.0,31.5,43.5,11.75,93.38
392,9.4,569.0,1.5,1.5,6.6,1.8666666666666665,51.6,14.3,133.0,90.0,3.0,149.93,0.0,11.0,-246.58,32.39,43.0,1376.0,64.0,19.75,14.75,37.0,48.25,34.25,0.5000000000000002
393,9.4,569.0,6.5,6.5,4.0,1.8499999999999999,51.6,14.3,133.0,90.0,3.0,149.93,0.0,11.0,-246.58,32.39,43.0,1376.0,64.0,19.75,14.75,37.0,48.25,34.25,0.3833333333333335
394,9.4,569.0,20.0,20.0,3.7,1.8666666666666665,51.6,14.3,133.0,90.0,3.0,149.93,0.0,11.0,-246.58,32.39,43.0,1376.0,64.0,19.75,14.75,37.0,48.25,34.25,0.01666666666666705
395,9.4,569.0,1.5,1.5,3.5,1.8666666666666665,51.6,14.3,133.0,90.0,3.0,149.93,0.0,11.0,-246.58,32.39,43.0,1376.0,64.0,19.75,14.75,37.0,48.25,34.25,0.5000000000000002
396,9.4,569.0,6.5,6.5,3.2,1.8499999999999999,51.6,14.3,133.0,90.0,3.0,149.93,0.0,11.0,-246.58,32.39,43.0,1376.0,64.0,19.75,14.75,37.0,48.25,34.25,0.3833333333333335
397,9.4,569.0,20.0,20.0,2.7,1.8666666666666665,51.6,14.3,133.0,90.0,3.0,149.93,0.0,11.0,-246.58,32.39,43.0,1376.0,64.0,19.75,14.75,37.0,48.25,34.25,0.01666666666666705
398,9.4,569.0,1.5,1.5,3.2,1.8666666666666665,51.6,14.3,133.0,90.0,3.0,149.93,0.0,11.0,-246.58,32.39,43.0,1376.0,64.0,19.75,14.75,37.0,48.25,34.25,0.5000000000000002
399,9.4,569.0,6.5,6.5,3.2,1.8499999999999999,51.6,14.3,133.0,90.0,3.0,149.93,0.0,11.0,-246.58,32.39,43.0,1376.0,64.0,19.75,14.75,37.0,48.25,34.25,0.3833333333333335
400,9.4,569.0,20.0,20.0,2.2,1.8666666666666665,51.6,14.3,133.0,90.0,3.0,149.93,0.0,11.0,-246.58,32.39,43.0,1376.0,64.0,19.75,14.75,37.0,48.25,34.25,0.01666666666666705
401,10.9,1050.0,5.0,5.0,10.5,27.0,40.11,-88.32,217.0,90.0,2.0,279.46,158.33,8.72,-244.29,47.65,46.0,1369.5,61.75,24.75,26.0,57.75,16.25,24.0,-7.533333333333331
402,10.9,1050.0,20.0,20.0,11.2,27.0,40.11,-88.32,217.0,90.0,2.0,279.46,158.33,8.72,-244.29,47.65,46.0,1369.5,61.75,24.75,26.0,57.75,16.25,24.0,-7.533333333333331
403,13.1,1150.0,5.0,5.0,24.8,27.0,38.13,-84.5,266.0,90.0,3.0,222.51,42.42,14.83,-172.63,51.14,77.0,1289.5,59.25,19.0,22.75,62.0,15.25,37.5,-7.533333333333331
404,13.1,1150.0,20.0,20.0,12.7,27.0,38.13,-84.5,266.0,90.0,3.0,222.51,42.42,14.83,-172.63,51.14,77.0,1289.5,59.25,19.0,22.75,62.0,15.25,37.5,-7.533333333333331
405,9.9,750.0,5.0,5.0,27.9,38.77,41.17,-96.47,356.0,89.99,2.0,149.04,0.0,4.9,-362.67,39.61,17.0,1417.0,62.75,25.0,26.75,58.5,14.75,13.25,3.983333333333327
406,9.9,750.0,20.0,20.0,16.9,38.77,41.17,-96.47,356.0,89.99,2.0,149.04,0.0,4.9,-362.67,39.61,17.0,1417.0,62.75,25.0,26.75,58.5,14.75,13.25,3.983333333333327
407,12.0,1190.0,5.0,5.0,12.2,79.0,41.23,-74.25,314.0,89.99,5.0,193.22,42.42,93.74,-126.21,68.18,100.0,1065.5,49.25,24.0,11.0,40.25,48.75,158.0,13.666666666666671
408,12.0,1190.0,20.0,20.0,11.5,65.66666666666667,41.23,-74.25,314.0,89.99,5.0,193.22,42.42,93.74,-126.21,68.18,100.0,1065.5,49.25,24.0,11.0,40.25,48.75,158.0,9.666666666666657
409,10.0,770.0,15.0,15.0,11.666666666666666,61.2,50.97,-0.45,70.0,90.0,2.0,262.57,42.42,26.15,-155.63,38.3,84.0,1268.0,57.75,17.0,22.25,48.5,29.25,25.5,-18.6
410,10.0,770.0,50.0,50.0,11.666666666666666,63.8,50.97,-0.45,70.0,90.0,2.0,262.57,42.42,26.15,-155.63,38.3,84.0,1268.0,57.75,17.0,22.25,48.5,29.25,25.5,13.5
411,8.0,592.0,12.5,12.5,9.0,1.2899999999999998,53.88,12.62,53.0,90.0,3.0,281.31,158.33,11.58,-186.0,32.72,43.0,1320.0,64.25,17.25,12.5,31.0,56.5,54.75,-0.05666666666666642
412,8.0,592.0,12.5,12.5,10.6,1.2899999999999998,53.88,12.62,53.0,90.0,3.0,281.31,158.33,11.58,-186.0,32.72,43.0,1320.0,64.25,17.25,12.5,31.0,56.5,54.75,-0.05666666666666642
413,8.0,592.0,12.5,12.5,11.6,1.2899999999999998,53.88,12.62,53.0,90.0,3.0,281.31,158.33,11.58,-186.0,32.72,43.0,1320.0,64.25,17.25,12.5,31.0,56.5,54.75,-0.05666666666666642
414,8.0,592.0,12.5,12.5,11.2,1.2899999999999998,53.88,12.62,53.0,90.0,3.0,281.31,158.33,11.58,-186.0,32.72,43.0,1320.0,64.25,17.25,12.5,31.0,56.5,54.75,-0.05666666666666642
415,8.0,592.0,12.5,12.5,10.2,1.2899999999999998,53.88,12.62,53.0,90.0,3.0,281.31,158.33,11.58,-186.0,32.72,43.0,1320.0,64.25,17.25,12.5,31.0,56.5,54.75,-0.05666666666666642
416,9.0,639.0,12.5,12.5,15.4,1.2899999999999998,52.62,10.81,95.0,90.0,2.0,275.19,158.33,5.48,-174.21,33.9,53.0,1228.0,59.5,14.5,10.25,30.0,59.75,51.0,-0.05666666666666642
417,9.0,649.0,12.5,12.5,20.0,1.2899999999999998,49.87,9.91,256.0,90.0,5.0,312.61,158.33,53.33,-168.21,34.15,52.0,1300.33,67.25,20.25,27.25,43.25,29.5,29.25,-0.05666666666666642
418,9.0,649.0,12.5,12.5,22.2,1.2899999999999998,49.87,9.91,256.0,90.0,5.0,312.61,158.33,53.33,-168.21,34.15,52.0,1300.33,67.25,20.25,27.25,43.25,29.5,29.25,-0.05666666666666642
419,24.5,2000.0,3.5,3.5,45.0,32.333333333333336,-11.48,-61.38,181.0,90.0,2.0,206.57,42.42,10.1,-364.71,56.0,370.0,1368.0,50.5,7.75,18.5,19.5,62.0,12.0,-16.133333333333336
420,24.5,2000.0,17.5,17.5,18.0,32.333333333333336,-11.48,-61.38,181.0,90.0,2.0,206.57,42.42,10.1,-364.71,56.0,370.0,1368.0,50.5,7.75,18.5,19.5,62.0,12.0,-16.133333333333336
421,24.5,2000.0,35.5,35.5,10.0,27.333333333333332,-11.48,-61.38,181.0,90.0,2.0,206.57,42.42,10.1,-364.71,56.0,370.0,1368.0,50.5,7.75,18.5,19.5,62.0,12.0,-11.133333333333333
422,24.5,2000.0,98.0,98.0,8.0,27.0,-11.48,-61.38,181.0,90.0,2.0,206.57,42.42,10.1,-364.71,56.0,370.0,1368.0,50.5,7.75,18.5,19.5,62.0,12.0,-10.8
423,24.5,2000.0,136.0,136.0,5.0,27.0,-11.48,-61.38,181.0,90.0,2.0,206.57,42.42,10.1,-364.71,56.0,370.0,1368.0,50.5,7.75,18.5,19.5,62.0,12.0,-10.8
424,24.5,2000.0,3.5,3.5,50.0,32.333333333333336,-11.48,-61.38,181.0,90.0,2.0,206.57,42.42,10.1,-364.71,56.0,370.0,1368.0,50.5,7.75,18.5,19.5,62.0,12.0,-16.133333333333336
425,24.5,2000.0,17.5,17.5,22.0,32.333333333333336,-11.48,-61.38,181.0,90.0,2.0,206.57,42.42,10.1,-364.71,56.0,370.0,1368.0,50.5,7.75,18.5,19.5,62.0,12.0,-16.133333333333336
