ID;IDstudy;plotID;country;region;temperature_Celsiul;precipitation_mm;climate;Latitud;Longitud;bedrock;soil_type;USDA;TYPE_CHANGE;CROP_current;CROP_type;cropAGE;current_land_use;LUC_this_study;previous_land_use;years_since_luc;TEMPORAL_only_this study;timeTEMPORAL;CHANGE_management;year_since_MANAGEMENT_CHANGE;soil_treatments;tillageYESNO;tillage_type;fertilizerYESNO;fet_type;rate_fertilizer_kh_ha;pesticides;org_amendYESNO;org_amend_type;prev_man;SINGLE_DATA-MULTIPLE_SINGLEAMPLING;DIF_DEPTH_current_point;CONTI_DEPTH;NUM_DEPTH;year_measure;N_plots_current;N_sample_per_plot_current;N_measured_current;soil_from_cm_current;soil_to_cm_current;depth_midpoint_current;bulk_density_Mg_m3_current;%clay_current;%silt_current;%sand_current;ph_current;SOC_g_kg_current;sd_SOC_gkg_current;SOC_Mg_ha_current;sd_SOC_Mgha_current;N_plots_previous;N_sample_per_plot_previous;N_measured_current;soil_from_cm_previous;soil_to_cm_previous;depth_midpoint_previous;Bulkdensity_previous;%clay_previous;%silt_previous;%sand_previous;ph_previous;SOC_g_kg_previous;sd_SOC_gkg_previous;SOC_Mg_ha_previous;sd_SOC_Mgha_previous;yearPpub
788;75;288;Brazil;Campo_Florido;23;1553;Tropical;-19.7529;-48.6389;NA;Sandy;Clayey;LUC;Sugarcane;grass;4;bioenergy;YES;natural_forest;4;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;66;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;74.3;NA;2014
789;75;289;Brazil;Campo_Florido;23;1553;Tropical;-19.7529;-48.6389;NA;Medium;Clayey;LUC;Sugarcane;grass;7;bioenergy;YES;annual_crop;7;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;31.3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;31.6;NA;2014
790;75;289;Brazil;Campo_Florido;23;1553;Tropical;-19.7529;-48.6389;NA;Medium;Clayey;LUC;Sugarcane;grass;7;bioenergy;YES;annual_crop;7;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;46.4;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;47.5;NA;2014
791;75;289;Brazil;Campo_Florido;23;1553;Tropical;-19.7529;-48.6389;NA;Medium;Clayey;LUC;Sugarcane;grass;7;bioenergy;YES;annual_crop;7;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;73.4;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;77.5;NA;2014
792;75;290;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;7;bioenergy;YES;grassland;7;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;54.3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;54.2;NA;2014
793;75;290;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;7;bioenergy;YES;grassland;7;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;83.7;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;78.8;NA;2014
794;75;290;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;7;bioenergy;YES;grassland;7;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;137.1;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;121.9;NA;2014
795;75;291;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;16;bioenergy;YES;grassland;16;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;43.4;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;54.2;NA;2014
796;75;291;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;16;bioenergy;YES;grassland;16;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;64.2;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;78.8;NA;2014
797;75;291;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;16;bioenergy;YES;grassland;16;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;100.6;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;121.9;NA;2014
798;75;292;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;39;bioenergy;YES;natural_forest;39;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;62.1;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;105.6;NA;2014
799;75;292;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;39;bioenergy;YES;natural_forest;39;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;94.5;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;140.9;NA;2014
800;75;292;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;39;bioenergy;YES;natural_forest;39;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;152.1;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;201.8;NA;2014
801;75;293;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;10;bioenergy;YES;grassland;10;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;67.7;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;85.3;NA;2014
802;75;293;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;10;bioenergy;YES;grassland;10;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;92.8;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;110.5;NA;2014
803;75;293;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;10;bioenergy;YES;grassland;10;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;139.4;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;151.8;NA;2014
804;75;294;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;20;bioenergy;YES;grassland;20;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;62.4;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;85.3;NA;2014
805;75;294;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;20;bioenergy;YES;grassland;20;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;86.7;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;110.5;NA;2014
806;75;294;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;20;bioenergy;YES;grassland;20;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;130.3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;151.8;NA;2014
807;75;295;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;grassland;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;62.3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;69.6;NA;2014
808;75;295;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;grassland;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;93.5;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;97.8;NA;2014
809;75;295;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;grassland;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;150.2;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;148.5;NA;2014
810;75;296;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;7;bioenergy;YES;grassland;7;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;91.1;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;70.5;NA;2014
811;75;296;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;7;bioenergy;YES;grassland;7;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;132.7;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;98.2;NA;2014
812;75;296;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;7;bioenergy;YES;grassland;7;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;198.2;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;145.7;NA;2014
813;75;297;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;grassland;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;74.6;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;75.7;NA;2014
814;75;297;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;grassland;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;113.5;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;109.1;NA;2014
815;75;297;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;grassland;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;182.7;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;169;NA;2014
816;75;298;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;7;bioenergy;YES;grassland;7;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;72.6;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;67.3;NA;2014
817;75;298;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;7;bioenergy;YES;grassland;7;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;99.4;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;95.7;NA;2014
818;75;298;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;7;bioenergy;YES;grassland;7;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;155.9;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;153.4;NA;2014
819;75;299;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;11;bioenergy;YES;grassland;11;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;66;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;72.9;NA;2014
820;75;299;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;11;bioenergy;YES;grassland;11;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;96.3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;110.7;NA;2014
821;75;299;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;11;bioenergy;YES;grassland;11;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;149.9;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;177.9;NA;2014
822;75;300;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;6;bioenergy;YES;natural_forest;6;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;69.5;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;73.1;NA;2014
823;75;300;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;6;bioenergy;YES;natural_forest;6;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;102.4;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;102.1;NA;2014
824;75;300;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;6;bioenergy;YES;natural_forest;6;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;164;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;153.2;NA;2014
825;75;301;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;13;bioenergy;YES;grassland;13;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;50.7;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;55.5;NA;2014
826;75;301;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;13;bioenergy;YES;grassland;13;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;71.2;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;77.1;NA;2014
827;75;301;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;13;bioenergy;YES;grassland;13;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;110.3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;119.4;NA;2014
828;75;302;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;14;bioenergy;YES;grassland;14;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;59.2;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;71.8;NA;2014
829;75;302;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;14;bioenergy;YES;grassland;14;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;91;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;96.7;NA;2014
830;75;302;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;14;bioenergy;YES;grassland;14;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;143.2;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;139.8;NA;2014
831;75;303;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;15;bioenergy;YES;grassland;15;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;50;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;51.4;NA;2014
832;75;303;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;15;bioenergy;YES;grassland;15;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;71.3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;68.8;NA;2014
833;75;303;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;15;bioenergy;YES;grassland;15;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;113.9;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;101.8;NA;2014
834;75;304;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;natural_forest;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;66.6;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;86.9;NA;2014
835;75;304;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;natural_forest;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;92.8;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;113.2;NA;2014
836;75;304;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;natural_forest;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;132.3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;155.4;NA;2014
837;75;305;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;annual_crop;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;54.7;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;53.8;NA;2014
838;75;305;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;annual_crop;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;76.9;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;73.5;NA;2014
839;75;305;Brazil;Arapora;23;1462;Tropical;-18.4761;-49.142;NA;Clayey;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;annual_crop;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;116.5;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;104.3;NA;2014
840;75;306;Brazil;Goiatuba;22;1585;Tropical;-18.011;-49.3663;NA;Clayey;Clayey;LUC;Sugarcane;grass;11;bioenergy;YES;grassland;11;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;88.4;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;111.3;NA;2014
841;75;306;Brazil;Goiatuba;22;1585;Tropical;-18.011;-49.3663;NA;Clayey;Clayey;LUC;Sugarcane;grass;11;bioenergy;YES;grassland;11;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;134.7;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;159.4;NA;2014
842;75;306;Brazil;Goiatuba;22;1585;Tropical;-18.011;-49.3663;NA;Clayey;Clayey;LUC;Sugarcane;grass;11;bioenergy;YES;grassland;11;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;207.6;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;234;NA;2014
843;75;307;Brazil;Goiatuba;22;1585;Tropical;-18.011;-49.3663;NA;Sandy;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;grassland;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;51.8;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;51.2;NA;2014
844;75;307;Brazil;Goiatuba;22;1585;Tropical;-18.011;-49.3663;NA;Sandy;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;grassland;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;79.7;NA;NA;NA;1;0;50;25;NA;NA;NA;NA;NA;NA;NA;84.8;NA;2014
845;75;307;Brazil;Goiatuba;22;1585;Tropical;-18.011;-49.3663;NA;Sandy;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;grassland;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;129.8;NA;NA;NA;1;0;100;50;NA;NA;NA;NA;NA;NA;NA;142;NA;2014
846;75;308;Brazil;Goiatuba;22;1585;Tropical;-18.011;-49.3663;NA;Clayey;Clayey;LUC;Sugarcane;grass;3;bioenergy;YES;annual_crop;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;YES;NO;3;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;69.7;NA;NA;NA;1;0;30;15;NA;NA;NA;NA;NA;NA;NA;66.4;NA;2014
