ID;IDstudy;plotID;country;region;temperature_Celsiul;precipitation_mm;climate;Latitud;Longitud;bedrock;soil_type;USDA;TYPE_CHANGE;CROP_current;CROP_type;cropAGE;current_land_use;LUC_this_study;previous_land_use;years_since_luc;TEMPORAL_only_this study;timeTEMPORAL;CHANGE_management;year_since_MANAGEMENT_CHANGE;soil_treatments;tillageYESNO;tillage_type;fertilizerYESNO;fet_type;rate_fertilizer_kh_ha;pesticides;org_amendYESNO;org_amend_type;prev_man;SINGLE_DATA-MULTIPLE_SINGLEAMPLING;DIF_DEPTH_current_point;CONTI_DEPTH;NUM_DEPTH;year_measure;N_plots_current;N_sample_per_plot_current;N_measured_current;soil_from_cm_current;soil_to_cm_current;depth_midpoint_current;bulk_density_Mg_m3_current;%clay_current;%silt_current;%sand_current;ph_current;SOC_g_kg_current;sd_SOC_gkg_current;SOC_Mg_ha_current;sd_SOC_Mgha_current;N_plots_previous;N_sample_per_plot_previous;N_measured_current;soil_from_cm_previous;soil_to_cm_previous;depth_midpoint_previous;Bulkdensity_previous;%clay_previous;%silt_previous;%sand_previous;ph_previous;SOC_g_kg_previous;sd_SOC_gkg_previous;SOC_Mg_ha_previous;sd_SOC_Mgha_previous;yearPpub
340;26;94;Germany;Rheinbach;9.5;605;Temperate;50.593;6.9861;NA;NA;Luvic_Stagnosol;MANAG;Willow;woody;NA;SRC;NO;NA;NA;NO;NA;YES;2;YES;NO;NA;YES;biochar30%;NA;NA;YES;biochar30%;NA;MULTI;NO;NA;1;2014;1;9;9;0;20;10;1.6;23;63;14;NA;NA;NA;40.99;2.07;1;9;9;0;20;1;1.75;23;63;14;NA;NA;NA;35.6;0.58;2016
341;26;95;Germany;Rheinbach;9.5;605;Temperate;50.593;6.9861;NA;NA;Luvic_Stagnosol;MANAG;Alder;woody;NA;SRC;NO;NA;NA;NO;NA;YES;2;YES;NO;NA;YES;compost;NA;NA;YES;compost;NA;MULTI;NO;NA;1;2014;1;9;9;0;20;10;1.6;23;63;14;NA;NA;NA;38.6;4.30;1;9;9;0;20;1;1.75;23;63;14;NA;NA;NA;35.87;2;2016
342;26;95;Germany;Rheinbach;9.5;605;Temperate;50.593;6.9861;NA;NA;Luvic_Stagnosol;MANAG;Alder;woody;NA;SRC;NO;NA;NA;NO;NA;YES;2;YES;NO;NA;YES;biochar15%;NA;NA;YES;biochar15%;NA;MULTI;NO;NA;1;2014;1;9;9;0;20;10;1.56;23;63;14;NA;NA;NA;41.97;4.36;1;9;9;0;20;1;1.75;23;63;14;NA;NA;NA;35.87;2;2016
343;26;95;Germany;Rheinbach;9.5;605;Temperate;50.593;6.9861;NA;NA;Luvic_Stagnosol;MANAG;Alder;woody;NA;SRC;NO;NA;NA;NO;NA;YES;2;YES;NO;NA;YES;biochar30%;NA;NA;YES;biochar30%;NA;MULTI;NO;NA;1;2014;1;9;9;0;20;10;1.6;23;63;14;NA;NA;NA;41.65;4.47;1;9;9;0;20;1;1.75;23;63;14;NA;NA;NA;35.87;2;2016
344;26;93;Germany;Rheinbach;9.5;605;Temperate;50.593;6.9861;NA;NA;Luvic_Stagnosol;TEMP;Poplar;woody;NA;SRC;NO;NA;NA;YES;1;NO;NA;NO;NO;NA;NO;NA;NA;NA;YES;NA;NA;MULTI;NO;NA;1;2014;1;9;9;0;20;10;1.64;23;63;14;NA;NA;NA;35.03;1.54;1;9;9;0;20;1;1.6;23;63;14;NA;NA;NA;32.53;2.57;2016
345;26;93;Germany;Rheinbach;9.5;605;Temperate;50.593;6.9861;NA;NA;Luvic_Stagnosol;TEMP;Poplar;woody;NA;SRC;NO;NA;NA;YES;2;NO;NA;NO;NO;NA;NO;NA;NA;NA;YES;NA;NA;MULTI;NO;NA;1;2014;1;9;9;0;20;10;1.64;23;63;14;NA;NA;NA;35.03;1.54;1;9;9;0;20;1;1.57;23;63;14;NA;NA;NA;36.37;2.43;2016
346;26;94;Germany;Rheinbach;9.5;605;Temperate;50.593;6.9861;NA;NA;Luvic_Stagnosol;TEMP;Willow;woody;NA;SRC;NO;NA;NA;YES;1;NO;NA;NO;NO;NA;NO;NA;NA;NA;YES;NA;NA;MULTI;NO;NA;1;2014;1;9;9;0;20;10;1.64;23;63;14;NA;NA;NA;35.6;0.58;1;9;9;0;20;1;1.6;23;63;14;NA;NA;NA;32.08;1.84;2016
347;26;94;Germany;Rheinbach;9.5;605;Temperate;50.593;6.9861;NA;NA;Luvic_Stagnosol;TEMP;Willow;woody;NA;SRC;NO;NA;NA;YES;2;NO;NA;NO;NO;NA;NO;NA;NA;NA;YES;NA;NA;MULTI;NO;NA;1;2014;1;9;9;0;20;10;1.64;23;63;14;NA;NA;NA;35.6;0.58;1;9;9;0;20;1;1.57;23;63;14;NA;NA;NA;36.37;2.43;2016
348;26;95;Germany;Rheinbach;9.5;605;Temperate;50.593;6.9861;NA;NA;Luvic_Stagnosol;TEMP;Alder;woody;NA;SRC;NO;NA;NA;YES;1;NO;NA;NO;NO;NA;NO;NA;NA;NA;YES;NA;NA;MULTI;NO;NA;1;2014;1;9;9;0;20;10;1.64;23;63;14;NA;NA;NA;35.87;2.00;1;9;9;0;20;1;1.6;23;63;14;NA;NA;NA;33.47;2.04;2016
349;26;95;Germany;Rheinbach;9.5;605;Temperate;50.593;6.9861;NA;NA;Luvic_Stagnosol;TEMP;Alder;woody;NA;SRC;NO;NA;NA;YES;2;NO;NA;NO;NO;NA;NO;NA;NA;NA;YES;NA;NA;MULTI;NO;NA;1;2014;1;9;9;0;20;10;1.64;23;63;14;NA;NA;NA;35.87;2.00;1;9;9;0;20;1;1.57;23;63;14;NA;NA;NA;36.37;2.43;2016
350;27;96;Canada;Boisbriand;6.8;999.6;Boreal;45.616;-73.833;NA;Melanic_Brunisol;NA;LUC;Willow;woody;1;SRC;YES;annual_crop;1;NO;NA;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;54;54;0;20;10;1.45;NA;NA;NA;NA;NA;NA;76;20.00;1;54;54;0;20;10;1.48;NA;NA;NA;NA;NA;NA;71;28;2012
351;27;96;Canada;Boisbriand;6.8;999.6;Boreal;45.616;-73.833;NA;Melanic_Brunisol;NA;LUC;Willow;woody;1;SRC;YES;annual_crop;1;NO;NA;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;54;54;20;40;30;1.45;NA;NA;NA;NA;NA;NA;51;15.00;1;54;54;20;40;30;1.7;NA;NA;NA;NA;NA;NA;41;20;2012
352;27;97;Canada;Boisbriand;6.8;999.6;Boreal;45.616;-73.833;NA;Melanic_Brunisol;NA;LUC;Willow;woody;1;SRC;YES;annual_crop;1;NO;NA;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;54;54;0;20;10;1.45;NA;NA;NA;NA;NA;NA;76;20.00;1;54;54;0;20;10;1.6;NA;NA;NA;NA;NA;NA;75;15;2012
353;27;97;Canada;Boisbriand;6.8;999.6;Boreal;45.616;-73.833;NA;Melanic_Brunisol;NA;LUC;Willow;woody;1;SRC;YES;annual_crop;1;NO;NA;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;54;54;20;40;30;1.45;NA;NA;NA;NA;NA;NA;51;15.00;1;54;54;20;40;30;1.8;NA;NA;NA;NA;NA;NA;42;9;2012
354;27;98;Canada;Boisbriand;6.8;999.6;Boreal;45.616;-73.833;NA;Melanic_Brunisol;NA;LUC;Willow;woody;2;SRC;YES;annual_crop;2;NO;NA;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;54;54;0;20;10;1.37;NA;NA;NA;NA;NA;NA;65;15.00;1;54;54;0;20;10;1.48;NA;NA;NA;NA;NA;NA;71;28;2012
355;27;98;Canada;Boisbriand;6.8;999.6;Boreal;45.616;-73.833;NA;Melanic_Brunisol;NA;LUC;Willow;woody;2;SRC;YES;annual_crop;2;NO;NA;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;54;54;20;40;30;1.37;NA;NA;NA;NA;NA;NA;45;10.00;1;54;54;20;40;30;1.7;NA;NA;NA;NA;NA;NA;41;20;2012
356;27;99;Canada;Boisbriand;6.8;999.6;Boreal;45.616;-73.833;NA;Melanic_Brunisol;NA;LUC;Willow;woody;2;SRC;YES;annual_crop;2;NO;NA;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;54;54;0;20;10;1.37;NA;NA;NA;NA;NA;NA;65;15.00;1;54;54;0;20;10;1.6;NA;NA;NA;NA;NA;NA;75;15;2012
357;27;99;Canada;Boisbriand;6.8;999.6;Boreal;45.616;-73.833;NA;Melanic_Brunisol;NA;LUC;Willow;woody;2;SRC;YES;annual_crop;2;NO;NA;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;54;54;20;40;30;1.37;NA;NA;NA;NA;NA;NA;45;10.00;1;54;54;20;40;30;1.8;NA;NA;NA;NA;NA;NA;42;9;2012
358;27;100;Canada;Boisbriand;6.8;999.6;Boreal;45.616;-73.833;NA;Melanic_Brunisol;NA;TEMP;Willow;woody;2;SRC;NO;NA;NA;YES;1;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;54;54;0;20;10;1.45;NA;NA;NA;NA;NA;NA;65;15.00;1;54;54;0;20;10;1.45;NA;NA;NA;NA;NA;NA;76;20;2012
359;27;100;Canada;Boisbriand;6.8;999.6;Boreal;45.616;-73.833;NA;Melanic_Brunisol;NA;TEMP;Willow;woody;2;SRC;NO;NA;NA;YES;1;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;54;54;20;40;30;1.45;NA;NA;NA;NA;NA;NA;45;10.00;1;54;54;20;40;30;1.45;NA;NA;NA;NA;NA;NA;51;15;2012
360;27;101;Canada;Huntingdon;6.8;999.6;Boreal;45.1333;-74.133;NA;Melanic_Brunisol;NA;LUC;Willow;woody;9;SRC;YES;annual_crop;9;NO;NA;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;30;30;0;20;10;1.47;NA;NA;NA;NA;NA;NA;110;10.00;1;30;30;0;20;10;1.75;NA;NA;NA;NA;NA;NA;80;20;2012
361;27;101;Canada;Huntingdon;6.8;999.6;Boreal;45.1333;-74.133;NA;Melanic_Brunisol;NA;LUC;Willow;woody;9;SRC;YES;annual_crop;9;NO;NA;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;30;30;20;40;30;1.65;NA;NA;NA;NA;NA;NA;58;7.00;1;30;30;20;40;30;1.36;NA;NA;NA;NA;NA;NA;40;8;2012
362;27;102;Canada;Huntingdon;6.8;999.6;Boreal;45.1333;-74.133;NA;Melanic_Brunisol;NA;LUC;Willow;woody;9;SRC;YES;grassland;9;NO;NA;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;30;30;0;20;10;1.47;NA;NA;NA;NA;NA;NA;110;10.00;1;30;30;0;20;10;1.4;NA;NA;NA;NA;NA;NA;117;21;2012
363;27;102;Canada;Huntingdon;6.8;999.6;Boreal;45.1333;-74.133;NA;Melanic_Brunisol;NA;LUC;Willow;woody;9;SRC;YES;grassland;9;NO;NA;NO;NA;NO;NO;NA;NO;NA;NA;NO;NO;NA;NA;MULTI;YES;YES;2;2007;1;30;30;20;40;30;1.65;NA;NA;NA;NA;NA;NA;58;7.00;1;30;30;20;40;30;1.6;NA;NA;NA;NA;NA;NA;40;6;2012
364;28;103;Germany;Allendorf;9;630;Boreal;51.066;8.73;NA;Cambisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;3;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;0;3;1.5;1.4;18.2;34.4;47.4;NA;NA;NA;1.9;0.50;1;4;4;0;3;1.5;1.5;18.2;34.4;47.4;NA;NA;NA;1.1;0.15;2014
365;28;103;Germany;Allendorf;9;630;Boreal;51.066;8.73;NA;Cambisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;4;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;3;10;6.5;1.4;18.2;34.4;47.4;NA;NA;NA;1.17;0.15;1;4;4;3;10;6.5;1.5;18.2;34.4;47.4;NA;NA;NA;1.15;0.1;2014
366;28;103;Germany;Allendorf;9;630;Boreal;51.066;8.73;NA;Cambisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;5;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;10;30;20;1.5;18.2;34.4;47.4;NA;NA;NA;1.2;0.17;1;4;4;10;30;20;1.6;18.2;34.4;47.4;NA;NA;NA;1.16;0.2;2014
367;28;103;Germany;Allendorf;9;630;Boreal;51.066;8.73;NA;Cambisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;6;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;30;60;45;1.6;18.2;34.4;47.4;NA;NA;NA;0.6;0.18;1;4;4;30;60;45;1.6;18.2;34.4;47.4;NA;NA;NA;0.6;0.05;2014
368;28;104;Germany;Allendorf;9;630;Boreal;51.066;8.73;NA;Cambisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;7;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;0;3;1.5;1.4;18.2;34.4;47.4;NA;NA;NA;2.2;0.50;1;4;4;0;3;1.5;1.5;18.2;34.4;47.4;NA;NA;NA;1.65;0.3;2014
369;28;104;Germany;Allendorf;9;630;Boreal;51.066;8.73;NA;Cambisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;8;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;3;10;6.5;1.4;18.2;34.4;47.4;NA;NA;NA;1.6;0.20;1;4;4;3;10;6.5;1.5;18.2;34.4;47.4;NA;NA;NA;1.65;0.5;2014
370;28;104;Germany;Allendorf;9;630;Boreal;51.066;8.73;NA;Cambisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;9;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;10;30;20;1.5;18.2;34.4;47.4;NA;NA;NA;1.1;0.40;1;4;4;10;30;20;1.6;18.2;34.4;47.4;NA;NA;NA;1.15;0.2;2014
371;28;104;Germany;Allendorf;9;630;Boreal;51.066;8.73;NA;Cambisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;10;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;30;60;45;1.6;18.2;34.4;47.4;NA;NA;NA;0.7;0.60;1;4;4;30;60;45;1.6;18.2;34.4;47.4;NA;NA;NA;1.5;0.1;2014
372;28;105;Germany;Dornburg;8.8;585;Boreal;51;11.65;NA;Luvisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;11;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;0;3;1.5;1.4;28;67.5;4.5;NA;NA;NA;2.7;0.40;1;4;4;0;3;1.5;1.1;28;67.5;4.5;NA;NA;NA;1.85;0.2;2014
373;28;105;Germany;Dornburg;8.8;585;Boreal;51;11.65;NA;Luvisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;12;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;3;10;6.5;1.4;28;67.5;4.5;NA;NA;NA;2.1;0.20;1;4;4;3;10;6.5;1.1;28;67.5;4.5;NA;NA;NA;1.85;0.15;2014
374;28;105;Germany;Dornburg;8.8;585;Boreal;51;11.65;NA;Luvisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;13;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;10;30;20;1.4;28;67.5;4.5;NA;NA;NA;1.95;0.10;1;4;4;10;30;20;1.3;28;67.5;4.5;NA;NA;NA;1.9;0.1;2014
375;28;105;Germany;Dornburg;8.8;585;Boreal;51;11.65;NA;Luvisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;14;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;30;60;45;1.4;28;67.5;4.5;NA;NA;NA;1.5;0.20;1;4;4;30;60;45;1.5;28;67.5;4.5;NA;NA;NA;1.85;0.4;2014
376;28;106;Germany;Dornburg;8.8;585;Boreal;51;11.65;NA;Luvisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;15;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;0;3;1.5;1.4;28;67.5;4.5;NA;NA;NA;3;0.15;1;4;4;0;3;1.5;1.1;28;67.5;4.5;NA;NA;NA;1.85;0.2;2014
377;28;106;Germany;Dornburg;8.8;585;Boreal;51;11.65;NA;Luvisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;16;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;3;10;6.5;1.4;28;67.5;4.5;NA;NA;NA;2;0.20;1;4;4;3;10;6.5;1.1;28;67.5;4.5;NA;NA;NA;1.9;0.22;2014
378;28;106;Germany;Dornburg;8.8;585;Boreal;51;11.65;NA;Luvisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;17;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;10;30;20;1.4;28;67.5;4.5;NA;NA;NA;1.7;0.10;1;4;4;10;30;20;1.3;28;67.5;4.5;NA;NA;NA;1.8;0.1;2014
379;28;106;Germany;Dornburg;8.8;585;Boreal;51;11.65;NA;Luvisol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;18;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;30;60;45;1.4;28;67.5;4.5;NA;NA;NA;1.1;0.50;1;4;4;30;60;45;1.5;28;67.5;4.5;NA;NA;NA;1.2;0.4;2014
380;28;107;Germany;Forst;8.3;590;Boreal;51.7833;14.616;NA;Greysol;NA;LUC;Black_locust;woody;3;SRC;YES;annual_crop;19;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;0;3;1.5;1.4;10.6;32.7;51.8;NA;NA;NA;2;0.30;1;4;4;0;3;1.5;1.2;10.6;32.7;51.8;NA;NA;NA;1.6;0.3;2014
381;28;107;Germany;Forst;8.3;590;Boreal;51.7833;14.616;NA;Greysol;NA;LUC;Black_locust;woody;3;SRC;YES;annual_crop;20;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;3;10;6.5;1.4;10.6;32.7;51.8;NA;NA;NA;1.6;0.15;1;4;4;3;10;6.5;1.2;10.6;32.7;51.8;NA;NA;NA;1.7;0.4;2014
382;28;107;Germany;Forst;8.3;590;Boreal;51.7833;14.616;NA;Greysol;NA;LUC;Black_locust;woody;3;SRC;YES;annual_crop;21;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;10;30;20;1.4;10.6;32.7;51.8;NA;NA;NA;1.5;0.10;1;4;4;10;30;20;1.3;10.6;32.7;51.8;NA;NA;NA;1.35;0.2;2014
383;28;107;Germany;Forst;8.3;590;Boreal;51.7833;14.616;NA;Greysol;NA;LUC;Black_locust;woody;3;SRC;YES;annual_crop;22;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;30;60;45;1.5;10.6;32.7;51.8;NA;NA;NA;0.75;0.25;1;4;4;30;60;45;1.5;10.6;32.7;51.8;NA;NA;NA;1;0.1;2014
384;28;108;Germany;Forst;8.3;590;Boreal;51.7833;14.616;NA;Greysol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;23;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;0;3;1.5;1.4;10.6;32.7;51.8;NA;NA;NA;1.2;0.30;1;4;4;0;3;1.5;1.2;10.6;32.7;51.8;NA;NA;NA;1.4;0.2;2014
385;28;108;Germany;Forst;8.3;590;Boreal;51.7833;14.616;NA;Greysol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;24;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;3;10;6.5;1.4;10.6;32.7;51.8;NA;NA;NA;1.2;0.35;1;4;4;3;10;6.5;1.2;10.6;32.7;51.8;NA;NA;NA;1.3;0.3;2014
386;28;108;Germany;Forst;8.3;590;Boreal;51.7833;14.616;NA;Greysol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;25;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;10;30;20;1.4;10.6;32.7;51.8;NA;NA;NA;1.3;0.20;1;4;4;10;30;20;1.3;10.6;32.7;51.8;NA;NA;NA;1.17;0.3;2014
387;28;108;Germany;Forst;8.3;590;Boreal;51.7833;14.616;NA;Greysol;NA;LUC;Poplar;woody;3;SRC;YES;annual_crop;26;NO;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;4;2011;1;4;4;30;60;45;1.5;10.6;32.7;51.8;NA;NA;NA;0.65;0.10;1;4;4;30;60;45;1.5;10.6;32.7;51.8;NA;NA;NA;1;0.2;2014
388;29;109;USA;Aurora;10;404;Temperate;39.7;-104.8;NA;NA;Mesic_Pachic_Ultic_Argixeroll;MANAG;Blueberry;woody;9;food;NO;NA;NA;NO;NA;YES;8;YES;YES;NA;YES;N;NA;NA;YES;sawdust;No_organic;MULTI;NO;NA;1;2011;1;4;4;0;30;15;NA;NA;NA;NA;5.4;NA;NA;454.56;64.05;1;4;4;0;30;15;NA;NA;NA;NA;5.4;NA;NA;374.09;86.2;2017
389;29;110;USA;Aurora;10;404;Temperate;39.7;-104.8;NA;NA;Mesic_Pachic_Ultic_Argixeroll;MANAG;Blueberry;woody;9;food;NO;NA;NA;NO;NA;YES;9;YES;YES;NA;YES;N;NA;NA;YES;sawdust;No_organic;MULTI;NO;NA;1;2011;1;4;4;0;30;15;NA;NA;NA;NA;5.4;NA;NA;563.6;61.80;1;4;4;0;30;15;NA;NA;NA;NA;5.4;NA;NA;450.54;70.71;2017
390;29;111;USA;Aurora;10;404;Temperate;39.7;-104.8;NA;NA;Mesic_Pachic_Ultic_Argixeroll;MANAG;Blueberry;woody;9;food;NO;NA;NA;NO;NA;YES;8;YES;YES;NA;YES;N;low;NA;YES;sawdust;change_fertiliser_rate;MULTI;NO;NA;1;2011;1;4;4;0;30;15;NA;NA;NA;NA;5.4;NA;NA;416.06;38.89;1;4;4;0;30;15;NA;NA;NA;NA;5.4;NA;NA;371.28;82.96;2017
391;29;112;USA;Aurora;10;404;Temperate;39.7;-104.8;NA;NA;Mesic_Pachic_Ultic_Argixeroll;MANAG;Blueberry;woody;9;food;NO;NA;NA;NO;NA;YES;9;YES;YES;NA;YES;N;low;NA;YES;sawdust;change_fertiliser_rate;MULTI;NO;NA;1;2011;1;4;4;0;30;15;NA;NA;NA;NA;5.4;NA;NA;546.38;52.56;1;4;4;0;30;15;NA;NA;NA;NA;5.4;NA;NA;524.74;64.27;2017
392;29;113;USA;Aurora;10;404;Temperate;39.7;-104.8;NA;NA;Mesic_Pachic_Ultic_Argixeroll;TEMP;Blueberry;woody;10;food;NO;NA;NA;YES;1;YES;10;YES;YES;NA;YES;N;low;NA;YES;sawdust;NA;MULTI;NO;NA;1;2011;1;4;4;0;30;15;NA;NA;NA;NA;5.4;NA;NA;507.7;66.20;1;4;4;0;30;15;NA;NA;NA;NA;5.4;NA;NA;414.32;75.13;2017
393;30;114;Germany;Welzow-Süd;9.4;569;Temperate;51.6;14.3;Quaternary_overburden_sediments;Loamy_sands;NA;TEMP;Black_locust;woody;14;SRC;NO;NA;NA;YES;10;NO;NA;NO;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;3;2008;6;5;30;0;3;1.5;1.57;NA;NA;NA;7.4;23.3;1.5;NA;NA;6;5;30;0;3;1.5;1.73;NA;NA;NA;7.4;6.6;0.8;NA;NA;2012
394;30;114;Germany;Welzow-Süd;9.4;569;Temperate;51.6;14.3;Quaternary_overburden_sediments;Loamy_sands;NA;TEMP;Black_locust;woody;14;SRC;NO;NA;NA;YES;10;NO;NA;NO;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;3;2008;6;5;30;3;10;6.5;1.57;NA;NA;NA;7.5;11.4;0.7;NA;NA;6;5;30;3;10;6.5;1.73;NA;NA;NA;7.5;4;0.7;NA;NA;2012
395;30;114;Germany;Welzow-Süd;9.4;569;Temperate;51.6;14.3;Quaternary_overburden_sediments;Loamy_sands;NA;TEMP;Black_locust;woody;14;SRC;NO;NA;NA;YES;10;NO;NA;NO;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;3;2008;6;5;30;10;30;20;1.78;NA;NA;NA;7.5;10.4;0.5;NA;NA;6;5;30;10;30;20;1.8;NA;NA;NA;7.5;3.7;0.6;NA;NA;2012
396;30;115;Germany;Welzow-Süd;9.4;569;Temperate;51.6;14.3;Quaternary_overburden_sediments;Loamy_sands;NA;TEMP;Black_locust;woody;14;SRC;NO;NA;NA;YES;11;NO;NA;NO;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;3;2008;6;5;30;0;3;1.5;1.57;NA;NA;NA;7.4;23.3;1.5;NA;NA;6;5;30;0;3;1.5;1.7;NA;NA;NA;7.5;3.5;0.3;NA;NA;2012
397;30;115;Germany;Welzow-Süd;9.4;569;Temperate;51.6;14.3;Quaternary_overburden_sediments;Loamy_sands;NA;TEMP;Black_locust;woody;14;SRC;NO;NA;NA;YES;11;NO;NA;NO;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;3;2008;6;5;30;3;10;6.5;1.57;NA;NA;NA;7.5;11.4;0.7;NA;NA;6;5;30;3;10;6.5;1.7;NA;NA;NA;7.5;3.2;0.5;NA;NA;2012
398;30;115;Germany;Welzow-Süd;9.4;569;Temperate;51.6;14.3;Quaternary_overburden_sediments;Loamy_sands;NA;TEMP;Black_locust;woody;14;SRC;NO;NA;NA;YES;11;NO;NA;NO;NO;NA;NA;NA;NA;NA;NA;NA;NA;MULTI;YES;YES;3;2008;6;5;30;10;30;20;1.78;NA;NA;NA;7.5;10.4;0.5;NA;NA;6;5;30;10;30;20;1.78;NA;NA;NA;7.6;2.7;0.4;NA;NA;2012
